Insertion_Index Worst_Case_Time(us) Best_Case_Time(us)
75615 114.007 0.072
75616 113.474 0.07
75617 113.401 0.064
75618 113.451 0.069
75619 113.41 0.067
75620 113.371 0.071
75621 113.297 0.073
75622 113.419 0.07
75623 113.452 0.074
75624 113.423 0.069
75625 113.399 0.073
75626 113.411 0.071
75627 130.67 0.065
75628 119.865 0.069
75629 113.518 0.069
75630 113.579 0.064
75631 113.393 0.068
75632 113.468 0.07
75633 113.403 0.07
75634 113.424 0.071
75635 113.352 0.072
75636 113.495 0.066
75637 113.452 0.07
75638 113.541 0.068
75639 113.453 0.071
75640 113.593 0.071
75641 120.109 0.072
75642 113.609 0.072
75643 113.482 0.071
75644 113.561 0.07
75645 113.491 0.072
75646 119.719 0.071
75647 113.392 0.07
75648 113.557 0.07
75649 113.364 0.069
75650 113.385 0.071
75651 113.469 0.071
75652 113.538 0.07
75653 113.482 0.07
75654 113.5 0.07
75655 113.432 0.072
75656 113.493 0.07
75657 113.571 0.073
75658 113.437 0.071
75659 119.472 0.073
75660 113.433 0.071
75661 113.441 0.069
75662 113.47 0.066
75663 122.623 0.065
75664 113.572 0.073
75665 113.482 0.069
75666 113.429 0.068
75667 113.457 0.07
75668 119.968 0.069
75669 113.53 0.073
75670 113.517 0.075
75671 113.543 0.07
75672 113.502 0.072
75673 113.49 0.069
75674 113.486 0.069
75675 113.53 0.066
75676 113.506 0.072
75677 120.089 0.069
75678 113.553 0.073
75679 113.568 0.071
75680 113.515 0.072
75681 113.68 0.067
75682 119.912 0.072
75683 113.556 0.073
75684 241.108 0.097
75685 117.844 0.07
75686 113.628 0.073
75687 115.531 0.064
75688 114.425 0.064
75689 114.319 0.083
75690 114.14 0.089
75691 114.321 0.07
75692 114.119 0.073
75693 114.176 0.07
75694 114.227 0.063
75695 114.157 0.07
75696 114.168 0.075
75697 114.058 0.071
75698 137.851 0.068
75699 114.423 0.069
75700 114.045 0.071
75701 114.081 0.073
75702 114.415 0.075
75703 114.18 0.072
75704 114.236 0.066
75705 114.229 0.073
75706 114.401 0.076
75707 114.228 0.07
75708 114.153 0.08
75709 114.287 0.075
75710 114.218 0.075
75711 114.149 0.072
75712 114.155 0.077
75713 114.053 0.064
75714 114.241 0.075
75715 120.553 0.06
75716 114.172 0.077
75717 114.189 0.072
75718 114.318 0.073
75719 114.136 0.06
75720 114.259 0.076
75721 114.056 0.078
75722 114.167 0.082
75723 114.288 0.073
75724 114.157 0.075
75725 114.267 0.073
75726 114.298 0.076
75727 114.244 0.069
75728 114.206 0.072
75729 114.143 0.071
75730 114.24 0.084
75731 114.189 0.075
75732 114.191 0.074
75733 114.222 0.073
75734 114.178 0.068
75735 114.248 0.071
75736 114.446 0.077
75737 114.225 0.074
75738 114.286 0.073
75739 114.434 0.073
75740 114.147 0.071
75741 114.335 0.07
75742 114.257 0.076
75743 114.327 0.071
75744 114.115 0.073
75745 120.608 0.078
75746 114.349 0.076
75747 114.272 0.066
75748 114.293 0.073
75749 114.335 0.074
75750 114.421 0.069
75751 114.274 0.076
75752 128.072 0.08
75753 114.586 0.074
75754 114.274 0.074
75755 114.306 0.063
75756 114.162 0.075
75757 114.35 0.073
75758 114.321 0.063
75759 114.297 0.077
75760 114.152 0.073
75761 114.366 0.075
75762 114.299 0.076
75763 114.301 0.072
75764 114.443 0.072
75765 114.44 0.06
75766 114.409 0.071
75767 114.222 0.075
75768 114.392 0.073
75769 114.391 0.074
75770 122.184 0.073
75771 114.313 0.076
75772 114.314 0.075
75773 123.237 2.329
75774 114.307 0.071
75775 114.435 0.097
75776 114.121 0.089
75777 114.264 0.062
75778 114.268 0.062
75779 120.642 0.072
75780 114.336 0.075
75781 114.166 0.072
75782 114.211 0.062
75783 120.17 0.074
75784 114.376 0.073
75785 114.107 0.064
75786 114.297 0.075
75787 114.308 0.073
75788 114.338 0.075
75789 114.256 0.073
75790 114.332 0.071
75791 114.256 0.075
75792 114.094 0.07
75793 114.314 0.075
75794 114.291 0.071
75795 114.258 0.073
75796 114.401 0.073
75797 114.172 0.071
75798 114.304 0.075
75799 114.262 0.071
75800 114.387 0.071
75801 114.366 0.072
75802 114.313 0.073
75803 114.424 0.075
75804 114.208 0.077
75805 114.508 0.073
75806 114.309 0.075
75807 114.278 0.071
75808 114.343 0.075
75809 119.987 0.063
75810 114.503 0.075
75811 114.356 0.075
75812 114.51 0.073
75813 136.937 0.06
75814 114.303 0.075
75815 114.466 0.069
75816 114.264 0.073
75817 114.392 0.068
75818 114.412 0.073
75819 129.859 0.072
75820 114.837 0.066
75821 114.127 0.069
75822 115.001 0.072
75823 124.196 0.064
75824 114.733 0.072
75825 114.371 0.062
75826 120.517 0.071
75827 114.328 0.071
75828 114.352 0.073
75829 114.249 0.062
75830 114.431 0.072
75831 114.281 0.068
75832 114.354 0.073
75833 114.22 0.071
75834 114.415 0.072
75835 114.288 0.07
75836 114.359 0.074
75837 114.48 0.069
75838 114.498 0.076
75839 114.383 0.071
75840 114.347 0.073
75841 114.501 0.072
75842 114.477 0.073
75843 114.267 0.072
75844 114.503 0.075
75845 114.394 0.073
75846 114.599 0.072
75847 114.387 0.073
75848 114.55 0.071
75849 114.383 0.069
75850 114.629 0.07
75851 114.413 0.063
75852 114.425 0.078
75853 114.564 0.07
75854 114.4 0.073
75855 114.392 0.071
75856 114.555 0.073
75857 114.66 0.073
75858 114.513 0.075
75859 114.468 0.073
75860 129.919 0.067
75861 114.364 0.075
75862 114.369 0.071
75863 114.264 0.072
75864 114.328 0.076
75865 114.382 0.071
75866 114.507 0.061
75867 114.322 0.072
75868 114.583 0.074
75869 120.728 0.072
75870 114.467 0.062
75871 114.447 0.072
75872 114.381 0.071
75873 114.366 0.073
75874 114.532 0.075
75875 114.588 0.073
75876 114.405 0.075
75877 114.521 0.07
75878 114.469 0.077
75879 114.552 0.07
75880 114.42 0.074
75881 114.527 0.072
75882 114.406 0.064
75883 114.366 0.073
75884 114.544 0.074
75885 114.686 0.066
75886 231.466 0.075
75887 117.721 0.079
75888 116.17 0.073
75889 117.741 0.079
75890 114.422 0.071
75891 113.901 0.07
75892 113.852 0.07
75893 113.789 0.072
75894 113.934 0.075
75895 113.824 0.072
75896 113.743 0.07
75897 113.725 0.07
75898 113.903 0.071
75899 113.98 0.068
75900 113.836 0.071
75901 113.866 0.071
75902 113.736 0.071
75903 113.938 0.071
75904 113.853 0.07
75905 113.833 0.071
75906 113.952 0.071
75907 113.79 0.073
75908 113.854 0.073
75909 113.884 0.066
75910 113.796 0.072
75911 113.923 0.064
75912 120.257 0.068
75913 113.872 0.068
75914 113.915 0.066
75915 113.837 0.063
75916 120.187 0.07
75917 113.813 0.073
75918 113.888 0.071
75919 113.92 0.071
75920 113.906 0.069
75921 113.955 0.071
75922 113.834 0.073
75923 113.916 0.073
75924 113.887 0.073
75925 113.915 0.072
75926 113.901 0.068
75927 113.891 0.07
75928 114.006 0.073
75929 113.956 0.072
75930 113.899 0.07
75931 113.904 0.072
75932 113.9 0.069
75933 113.878 0.073
75934 113.829 0.066
75935 113.901 0.072
75936 113.945 0.065
75937 113.844 0.072
75938 113.991 0.069
75939 113.875 0.071
75940 113.938 0.073
75941 129.6 0.065
75942 113.986 0.07
75943 115.312 0.066
75944 114.891 0.065
75945 153.139 0.066
75946 116.739 0.057
75947 115.225 0.061
75948 114.453 0.072
75949 114.058 0.068
75950 114.723 0.073
75951 114.689 0.073
75952 114.589 0.067
75953 114.762 0.07
75954 114.57 0.068
75955 114.572 0.059
75956 398.274 0.278
75957 196.136 0.073
75958 209.387 0.08
75959 118.765 0.063
75960 134.954 0.07
75961 120.274 0.073
75962 114.529 0.063
75963 114.568 0.073
75964 114.541 0.06
75965 114.521 0.07
75966 114.624 0.075
75967 114.451 0.072
75968 114.539 0.07
75969 114.591 0.072
75970 114.506 0.071
75971 114.586 0.072
75972 114.747 0.076
75973 114.484 0.072
75974 114.441 0.068
75975 114.684 0.073
75976 124.446 0.067
75977 114.585 0.072
75978 114.758 0.074
75979 114.669 0.061
75980 114.692 0.07
75981 133.416 0.071
75982 114.587 0.075
75983 114.653 0.073
75984 114.587 0.073
75985 114.569 0.072
75986 114.595 0.073
75987 114.599 0.062
75988 114.624 0.071
75989 114.752 0.073
75990 114.662 0.073
75991 114.601 0.062
75992 114.767 0.072
75993 114.642 0.073
75994 114.614 0.063
75995 114.653 0.06
75996 114.625 0.064
75997 114.634 0.068
75998 114.508 0.066
75999 114.576 0.075
76000 114.699 0.071
76001 114.802 0.072
76002 114.687 0.073
76003 114.6 0.063
76004 114.616 0.07
76005 114.521 0.074
76006 114.499 0.073
76007 114.609 0.068
76008 114.786 0.062
76009 114.673 0.075
76010 114.505 0.072
76011 114.67 0.068
76012 114.552 0.075
76013 114.828 0.072
76014 114.664 0.073
76015 114.758 0.08
76016 114.548 0.064
76017 114.76 0.072
76018 131.184 0.064
76019 114.847 0.068
76020 114.68 0.065
76021 114.708 0.071
76022 115.64 0.073
76023 114.793 0.073
76024 125.916 0.072
76025 114.391 0.069
76026 114.097 0.07
76027 114.052 0.072
76028 114.106 0.071
76029 114.05 0.068
76030 114.083 0.072
76031 114.252 0.071
76032 114.09 0.07
76033 114.217 0.069
76034 114.204 0.071
76035 114.304 0.069
76036 114.202 0.07
76037 114.194 0.071
76038 114.148 0.089
76039 114.086 0.07
76040 114.156 0.073
76041 114.103 0.071
76042 114.379 0.068
76043 114.125 0.07
76044 114.144 0.07
76045 114.236 0.071
76046 114.225 0.07
76047 114.139 0.071
76048 114.02 0.073
76049 114.105 0.068
76050 114.081 0.07
76051 114.133 0.071
76052 114.371 0.073
76053 114.153 0.071
76054 114.095 0.072
76055 114.366 0.071
76056 114.062 0.069
76057 114.215 0.07
76058 114.125 0.073
76059 114.111 0.066
76060 123.79 0.062
76061 114.113 0.071
76062 114.17 0.074
76063 114.066 0.072
76064 114.241 0.07
76065 114.186 0.07
76066 114.366 0.072
76067 114.173 0.068
76068 114.196 0.069
76069 156.663 0.064
76070 116.01 0.078
76071 114.727 0.076
76072 114.868 0.065
76073 114.695 0.069
76074 114.71 0.073
76075 114.809 0.061
76076 114.836 0.075
76077 114.614 0.07
76078 114.806 0.074
76079 114.777 0.068
76080 114.85 0.073
76081 114.734 0.071
76082 114.867 0.072
76083 114.84 0.069
76084 114.924 0.073
76085 114.619 0.073
76086 114.798 0.068
76087 114.857 0.073
76088 114.712 0.073
76089 114.678 0.062
76090 176.905 0.099
76091 115.361 0.072
76092 115.809 0.072
76093 114.116 0.07
76094 114.905 0.071
76095 133.124 0.063
76096 114.873 0.075
76097 114.91 0.071
76098 114.861 0.073
76099 114.77 0.072
76100 114.72 0.063
76101 114.804 0.07
76102 114.793 0.078
76103 114.644 0.07
76104 114.807 0.071
76105 114.861 0.072
76106 114.731 0.073
76107 114.923 0.07
76108 114.972 0.075
76109 114.817 0.07
76110 114.801 0.074
76111 124.54 0.071
76112 116.022 0.073
76113 115.021 0.063
76114 134.821 0.064
76115 114.298 0.068
76116 115.172 0.061
76117 114.359 0.069
76118 114.786 0.075
76119 115.042 0.072
76120 114.84 0.075
76121 114.685 0.07
76122 116.311 0.074
76123 114.876 0.074
76124 114.84 0.073
76125 114.82 0.072
76126 114.996 0.074
76127 114.827 0.073
76128 114.908 0.073
76129 114.828 0.067
76130 114.783 0.073
76131 114.711 0.066
76132 114.898 0.074
76133 114.829 0.071
76134 114.78 0.074
76135 114.773 0.07
76136 114.694 0.065
76137 114.864 0.071
76138 114.933 0.068
76139 114.828 0.072
76140 114.753 0.075
76141 114.791 0.068
76142 114.793 0.073
76143 114.909 0.068
76144 114.949 0.072
76145 114.858 0.059
76146 114.798 0.063
76147 114.999 0.071
76148 116.038 0.073
76149 114.8 0.063
76150 114.694 0.075
76151 114.713 0.071
76152 114.947 0.069
76153 114.962 0.073
76154 136.888 0.077
76155 114.821 0.071
76156 114.917 0.065
76157 114.784 0.073
76158 115.512 0.063
76159 147.837 0.064
76160 115.236 0.074
76161 114.259 0.071
76162 114.258 0.066
76163 114.316 0.066
76164 114.282 0.071
76165 115.141 0.062
76166 114.912 0.062
76167 114.422 0.073
76168 114.926 0.073
76169 114.729 0.066
76170 115.036 0.073
76171 114.944 0.064
76172 114.899 0.073
76173 115.034 0.071
76174 114.932 0.075
76175 114.828 0.064
76176 114.847 0.071
76177 114.74 0.071
76178 114.807 0.071
76179 114.857 0.063
76180 114.949 0.072
76181 114.927 0.069
76182 115.022 0.074
76183 115.062 0.062
76184 114.948 0.073
76185 114.955 0.062
76186 114.931 0.072
76187 114.937 0.07
76188 121.057 0.073
76189 114.963 0.06
76190 115.04 0.066
76191 114.861 0.073
76192 114.767 0.072
76193 115.004 0.07
76194 115.027 0.07
76195 114.848 0.073
76196 115.13 0.073
76197 114.996 0.074
76198 114.939 0.071
76199 114.285 0.073
76200 114.874 0.066
76201 115.001 0.066
76202 114.801 0.075
76203 114.853 0.072
76204 115.048 0.074
76205 114.952 0.063
76206 114.832 0.07
76207 115.057 0.069
76208 115.025 0.075
76209 114.92 0.072
76210 114.908 0.076
76211 115.018 0.069
76212 115.097 0.077
76213 115.052 0.062
76214 114.815 0.068
76215 114.887 0.073
76216 114.822 0.072
76217 114.951 0.073
76218 114.952 0.077
76219 114.918 0.072
76220 114.937 0.078
76221 115.056 0.073
76222 115.083 0.072
76223 114.89 0.074
76224 152.833 0.091
76225 208.82 0.196
76226 208.046 0.167
76227 120.723 0.068
76228 118.459 0.08
76229 116.095 0.074
76230 116.09 0.077
76231 117.949 0.073
76232 115.289 0.065
76233 114.946 0.075
76234 114.999 0.066
76235 115.208 0.062
76236 114.901 0.072
76237 115.068 0.073
76238 114.987 0.073
76239 114.992 0.073
76240 115.011 0.075
76241 115.071 0.068
76242 114.987 0.073
76243 114.972 0.07
76244 115.088 0.073
76245 115.038 0.069
76246 115.097 0.073
76247 114.921 0.064
76248 115.053 0.073
76249 132.984 0.072
76250 115.113 0.067
76251 114.997 0.069
76252 115.235 0.066
76253 115.048 0.068
76254 115.046 0.073
76255 115.093 0.069
76256 115.273 0.075
76257 115.071 0.066
76258 115.017 0.071
76259 115.09 0.071
76260 114.974 0.065
76261 114.978 0.069
76262 114.908 0.07
76263 115.008 0.071
76264 114.987 0.074
76265 115.122 0.07
76266 114.955 0.076
76267 115.162 0.073
76268 115.069 0.076
76269 114.913 0.071
76270 115.027 0.075
76271 115.102 0.071
76272 115.037 0.07
76273 115.102 0.073
76274 114.993 0.076
76275 115.005 0.069
76276 115.079 0.075
76277 114.961 0.073
76278 115.167 0.075
76279 123.951 0.081
76280 115.152 0.065
76281 114.887 0.07
76282 114.993 0.075
76283 115.017 0.075
76284 115.122 0.073
76285 115.091 0.073
76286 115.071 0.076
76287 115 0.069
76288 115.164 0.073
76289 115.135 0.065
76290 116.135 0.073
76291 115.747 0.064
76292 115.242 0.073
76293 114.907 0.066
76294 114.519 0.072
76295 114.505 0.072
76296 114.553 0.071
76297 114.583 0.073
76298 114.426 0.073
76299 114.489 0.068
76300 114.516 0.071
76301 114.409 0.07
76302 114.519 0.066
76303 114.467 0.074
76304 114.538 0.065
76305 114.495 0.073
76306 114.585 0.075
76307 114.422 0.066
76308 114.475 0.071
76309 114.632 0.064
76310 114.544 0.07
76311 123.861 0.066
76312 114.56 0.069
76313 114.47 0.066
76314 114.425 0.073
76315 114.534 0.071
76316 114.458 0.073
76317 114.426 0.068
76318 114.503 0.072
76319 114.586 0.07
76320 114.552 0.074
76321 114.499 0.073
76322 140.541 0.071
76323 115.842 0.074
76324 115.499 0.067
76325 114.599 0.073
76326 115.225 0.07
76327 115.203 0.064
76328 115.135 0.076
76329 115.145 0.07
76330 115.208 0.071
76331 115.237 0.065
76332 115.26 0.075
76333 114.998 0.062
76334 227.856 0.171
76335 118.802 0.072
76336 116.136 0.071
76337 115.677 0.061
76338 114.762 0.072
76339 138.155 0.074
76340 133.406 0.065
76341 117.029 0.06
76342 150.547 0.064
76343 114.667 0.073
76344 114.553 0.067
76345 114.469 0.07
76346 114.644 0.066
76347 114.47 0.067
76348 114.739 0.075
76349 114.609 0.073
76350 114.616 0.072
76351 114.666 0.066
76352 114.791 0.069
76353 114.547 0.069
76354 114.683 0.069
76355 114.713 0.07
76356 114.549 0.072
76357 169.229 0.083
76358 116.588 0.065
76359 115.372 0.066
76360 120.877 0.067
76361 114.579 0.073
76362 114.646 0.064
76363 127.854 0.072
76364 114.577 0.074
76365 114.791 0.071
76366 114.554 0.07
76367 114.67 0.073
76368 114.525 0.065
76369 114.516 0.065
76370 114.532 0.072
76371 114.594 0.072
76372 114.486 0.067
76373 114.651 0.072
76374 114.483 0.073
76375 114.544 0.072
76376 114.597 0.065
76377 114.484 0.071
76378 114.599 0.07
76379 114.515 0.066
76380 114.661 0.064
76381 114.488 0.063
76382 114.477 0.07
76383 114.639 0.067
76384 114.658 0.074
76385 114.597 0.072
76386 114.572 0.072
76387 114.552 0.068
76388 114.616 0.073
76389 114.624 0.072
76390 114.612 0.073
76391 114.702 0.075
76392 114.536 0.073
76393 114.634 0.071
76394 114.487 0.066
76395 114.595 0.072
76396 114.632 0.075
76397 114.639 0.071
76398 114.65 0.071
76399 114.514 0.073
76400 114.596 0.073
76401 114.552 0.073
76402 114.615 0.073
76403 114.581 0.071
76404 114.75 0.07
76405 114.693 0.074
76406 114.737 0.068
76407 114.721 0.073
76408 114.596 0.072
76409 114.646 0.066
76410 114.622 0.072
76411 114.598 0.073
76412 115.467 0.064
76413 115.334 0.061
76414 114.75 0.075
76415 115.483 0.065
76416 115.222 0.062
76417 115.342 0.07
76418 115.109 0.062
76419 115.263 0.074
76420 115.211 0.064
76421 115.198 0.076
76422 115.413 0.06
76423 115.442 0.072
76424 115.451 0.062
76425 292.331 0.088
76426 205.121 0.09
76427 203.829 0.078
76428 203.997 0.074
76429 200.906 0.078
76430 201.416 0.086
76431 200.617 0.091
76432 199.822 0.086
76433 200.543 0.091
76434 199.996 0.084
76435 200.203 0.073
76436 200.025 0.097
76437 199.642 0.097
76438 200.068 0.092
76439 199.694 0.088
76440 199.991 0.07
76441 199.386 0.071
76442 202.23 0.087
76443 204.173 0.197
76444 201.933 0.205
76445 200.095 0.085
76446 200.546 0.091
76447 207.18 0.09
76448 221.366 0.093
76449 215.448 0.088
76450 208.697 0.082
76451 209.477 0.087
76452 207.15 0.084
76453 204.08 0.083
76454 205.388 0.087
76455 210.343 0.099
76456 205.125 0.089
76457 205.008 0.092
76458 205.369 0.092
76459 203.597 0.091
76460 205.375 0.11
76461 204.05 0.078
76462 204.723 0.09
76463 205.069 0.094
76464 205.548 0.089
76465 202.682 0.089
76466 204.479 0.089
76467 205.202 0.087
76468 204.911 0.092
76469 203.65 0.091
76470 205.197 0.11
76471 204.551 0.095
76472 203.736 0.095
76473 247.765 0.097
76474 117.067 0.063
76475 115.393 0.072
76476 115.338 0.075
76477 232.213 0.09
76478 205.575 0.093
76479 205.455 0.08
76480 205.364 0.095
76481 212.076 0.087
76482 207.652 0.089
76483 208.583 0.093
76484 205.129 0.076
76485 204.937 0.093
76486 204.855 0.087
76487 204.564 0.094
76488 204.063 0.101
76489 204.998 0.083
76490 201.85 0.103
76491 204.769 0.078
76492 205.565 0.097
76493 204.896 0.084
76494 202.966 0.082
76495 202.873 0.088
76496 201.63 0.085
76497 205.918 0.091
76498 203.853 0.101
76499 202.229 0.092
76500 204.028 0.096
76501 214.882 0.092
76502 202.805 0.091
76503 205.211 0.073
76504 220.334 0.089
76505 116.169 0.074
76506 115.515 0.076
76507 115.457 0.073
76508 115.406 0.073
76509 205.094 0.093
76510 204.599 0.092
76511 202.274 0.087
76512 203.497 0.093
76513 199.626 0.075
76514 200.242 0.092
76515 200.78 0.091
76516 199.73 0.091
76517 201.422 0.093
76518 201.749 0.083
76519 206.018 0.091
76520 203.684 0.08
76521 200.272 0.096
76522 199.162 0.08
76523 190.74 0.074
76524 246.61 0.257
76525 169.114 0.076
76526 134.095 0.073
76527 119.031 0.069
76528 117.618 0.08
76529 116.573 0.069
76530 115.817 0.071
76531 115.517 0.085
76532 115.478 0.068
76533 115.542 0.069
76534 115.491 0.085
76535 115.458 0.07
76536 115.325 0.084
76537 116.783 0.081
76538 116.501 0.08
76539 131.871 0.085
76540 118.028 0.068
76541 115.85 0.068
76542 115.671 0.069
76543 115.867 0.085
76544 130.74 0.083
76545 115.576 0.084
76546 115.537 0.084
76547 115.801 0.086
76548 132.991 0.075
76549 115.584 0.071
76550 115.829 0.085
76551 115.608 0.083
76552 115.656 0.084
76553 131.021 0.075
76554 115.611 0.085
76555 115.57 0.085
76556 115.538 0.068
76557 115.594 0.07
76558 115.747 0.085
76559 115.581 0.07
76560 115.644 0.07
76561 115.585 0.07
76562 115.531 0.084
76563 116.827 0.07
76564 115.733 0.084
76565 116.73 0.069
76566 116.935 0.086
76567 115.653 0.07
76568 115.609 0.073
76569 125.286 0.081
76570 115.677 0.077
76571 257.911 0.195
76572 213.863 0.196
76573 209.625 0.273
76574 169.04 0.108
76575 138.992 0.065
76576 119.942 0.08
76577 118.336 0.078
76578 118.562 0.079
76579 115.92 0.071
76580 116.68 0.083
76581 116.724 0.085
76582 116.834 0.07
76583 116.827 0.083
76584 115.686 0.069
76585 116.734 0.068
76586 115.793 0.072
76587 116.961 0.082
76588 116.771 0.084
76589 115.681 0.07
76590 116.756 0.068
76591 116.895 0.069
76592 116.977 0.064
76593 117.013 0.088
76594 116.862 0.066
76595 116.723 0.092
76596 116.746 0.085
76597 116.788 0.069
76598 117.011 0.068
76599 116.899 0.07
76600 117.089 0.068
76601 116.796 0.07
76602 116.868 0.086
76603 116.972 0.067
76604 116.856 0.071
76605 115.725 0.066
76606 116.881 0.069
76607 116.998 0.071
76608 117.039 0.082
76609 116.888 0.072
76610 117.265 0.085
76611 116.865 0.083
76612 116.863 0.069
76613 128.878 0.114
76614 189.822 0.115
76615 136.872 0.1
76616 133.871 0.087
76617 167.461 0.09
76618 117.906 0.067
76619 223.045 0.083
76620 118.097 0.069
76621 117.934 0.07
76622 117.026 0.07
76623 142.972 0.079
76624 116.578 0.076
76625 118.599 0.075
76626 116.847 0.082
76627 140.909 0.078
76628 118.293 0.072
76629 117.552 0.078
76630 116.932 0.085
76631 116.867 0.081
76632 116.964 0.067
76633 116.835 0.074
76634 116.882 0.083
76635 117.112 0.071
76636 116.847 0.07
76637 117.084 0.083
76638 116.772 0.083
76639 117.072 0.067
76640 115.849 0.068
76641 116.772 0.072
76642 116.803 0.073
76643 117.024 0.068
76644 143.373 0.086
76645 127.026 0.071
76646 116.863 0.07
76647 116.933 0.095
76648 116.939 0.097
76649 117.248 0.07
76650 117.04 0.083
76651 127.716 0.087
76652 209.302 0.187
76653 181.692 0.073
76654 134.733 0.094
76655 116.408 0.084
76656 115.783 0.072
76657 115.64 0.081
76658 117.758 0.086
76659 116.831 0.069
76660 115.559 0.068
76661 115.715 0.08
76662 115.835 0.068
76663 115.703 0.085
76664 115.735 0.075
76665 115.862 0.085
76666 115.743 0.068
76667 115.803 0.071
76668 116.917 0.087
76669 116.91 0.084
76670 116.916 0.069
76671 117.083 0.07
76672 117.046 0.072
76673 115.675 0.085
76674 116.824 0.08
76675 116.939 0.071
76676 116.81 0.068
76677 116.956 0.076
76678 117.044 0.072
76679 117.239 0.085
76680 116.949 0.078
76681 117.016 0.087
76682 116.965 0.088
76683 116.875 0.09
76684 116.784 0.084
76685 116.914 0.07
76686 166.508 0.075
76687 116.403 0.083
76688 115.931 0.07
76689 115.745 0.062
76690 115.743 0.084
76691 116.828 0.08
76692 116.77 0.071
76693 116.958 0.087
76694 115.83 0.07
76695 116.959 0.086
76696 115.742 0.074
76697 116.885 0.069
76698 117.04 0.07
76699 115.692 0.085
76700 116.91 0.069
76701 116.823 0.073
76702 117.087 0.07
76703 116.778 0.069
76704 115.556 0.083
76705 115.765 0.085
76706 117.043 0.078
76707 116.834 0.072
76708 115.688 0.07
76709 122.931 0.08
76710 118.126 0.069
76711 117.202 0.069
76712 116.905 0.068
76713 116.894 0.098
76714 117.069 0.089
76715 117.038 0.074
76716 116.993 0.071
76717 116.928 0.085
76718 133.243 0.082
76719 117.216 0.087
76720 117.135 0.086
76721 126.741 0.082
76722 115.853 0.087
76723 116.92 0.067
76724 117.08 0.081
76725 117.054 0.07
76726 116.97 0.09
76727 117.102 0.071
76728 116.889 0.068
76729 116.815 0.086
76730 116.963 0.07
76731 116.99 0.083
76732 116.977 0.084
76733 116.847 0.085
76734 116.928 0.076
76735 116.92 0.07
76736 116.81 0.071
76737 116.777 0.084
76738 115.64 0.082
76739 117.024 0.09
76740 116.811 0.068
76741 116.946 0.074
76742 116.864 0.07
76743 117.003 0.083
76744 116.873 0.068
76745 117.249 0.086
76746 117.008 0.069
76747 115.715 0.07
76748 125.661 0.095
76749 118.68 0.07
76750 117.465 0.07
76751 115.891 0.069
76752 115.811 0.085
76753 115.883 0.07
76754 115.698 0.069
76755 116.902 0.072
76756 116.987 0.069
76757 117.005 0.07
76758 116.962 0.084
76759 117.679 0.071
76760 115.777 0.086
76761 115.916 0.069
76762 115.881 0.085
76763 115.727 0.068
76764 115.943 0.068
76765 115.818 0.084
76766 115.901 0.085
76767 115.842 0.072
76768 115.807 0.069
76769 115.901 0.071
76770 115.937 0.085
76771 116.015 0.078
76772 115.838 0.085
76773 115.909 0.068
76774 115.802 0.085
76775 116.021 0.077
76776 115.755 0.07
76777 115.81 0.073
76778 116.01 0.07
76779 115.946 0.07
76780 129.266 0.101
76781 116.43 0.085
76782 115.883 0.07
76783 115.842 0.07
76784 115.704 0.07
76785 115.958 0.085
76786 115.968 0.086
76787 115.918 0.071
76788 134.882 0.071
76789 115.829 0.085
76790 115.927 0.084
76791 115.717 0.078
76792 115.872 0.086
76793 115.841 0.078
76794 115.839 0.085
76795 115.993 0.07
76796 116.09 0.072
76797 126.106 1.502
76798 115.904 0.086
76799 115.924 0.09
76800 116.099 0.093
76801 115.876 0.069
76802 116.093 0.072
76803 115.971 0.07
76804 116.076 0.071
76805 115.927 0.07
76806 116.183 0.071
76807 117.124 0.085
76808 115.929 0.067
76809 117.273 0.068
76810 138.038 0.089
76811 117.062 0.087
76812 115.83 0.07
76813 117.125 0.073
76814 117.096 0.086
76815 117.208 0.071
76816 115.961 0.07
76817 117.156 0.09
76818 115.991 0.088
76819 117.22 0.075
76820 117.175 0.071
76821 117.117 0.068
76822 117.016 0.085
76823 117.139 0.083
76824 117.208 0.072
76825 117.107 0.07
76826 117.151 0.075
76827 115.885 0.084
76828 146.285 0.085
76829 117.064 0.083
76830 117.268 0.083
76831 116.02 0.07
76832 117.093 0.07
76833 117.146 0.078
76834 117.241 0.069
76835 116.05 0.07
76836 117.242 0.085
76837 117.184 0.085
76838 117.327 0.086
76839 117.105 0.077
76840 117.079 0.069
76841 117.251 0.085
76842 117.403 0.069
76843 210.912 0.082
76844 119.329 0.07
76845 116.717 0.069
76846 116.148 0.071
76847 116.008 0.087
76848 140.602 0.08
76849 115.897 0.068
76850 117.14 0.069
76851 116.998 0.085
76852 116.016 0.086
76853 116.901 0.103
76854 117.724 0.068
76855 116.031 0.085
76856 117.361 0.072
76857 116.086 0.072
76858 117.151 0.086
76859 117.098 0.085
76860 116.012 0.07
76861 117.058 0.085
76862 116.035 0.086
76863 115.973 0.069
76864 115.937 0.085
76865 115.91 0.087
76866 116.075 0.073
76867 115.96 0.083
76868 117.25 0.072
76869 116.264 0.074
76870 117.406 0.091
76871 117.342 0.07
76872 117.135 0.087
76873 117.08 0.073
76874 117.281 0.069
76875 266.986 0.091
76876 118.342 0.082
76877 120.166 0.075
76878 118.393 0.075
76879 117.079 0.073
76880 117.109 0.092
76881 117.249 0.073
76882 117.096 0.087
76883 117.216 0.088
76884 117.257 0.068
