Function_Index Worst_Case_Time(us) Best_Case_Time(us)
8866 131199 63.265
8867 134022 62.851
8868 132514 62.482
8869 130511 64.581
8870 136199 62.271
8871 133804 55.98
8872 131687 56.053
8873 130362 61.51
8874 131035 55.719
8875 139822 65.927
8876 132868 62.589
8877 131354 66.557
8878 144070 66.059
8879 161764 62.231
8880 133592 65.701
8881 131717 62.812
8882 135063 61.908
8883 135224 56.092
8884 133513 59.575
8885 138558 75.798
8886 132274 65.238
8887 132094 55.373
8888 133091 61.632
8889 135594 62.779
8890 131198 62.199
8891 137258 66.907
8892 132106 62.615
8893 134304 62.613
8894 136791 56.743
8895 159801 62.968
8896 136876 61.884
8897 132573 65.08
8898 135100 62.739
8899 136473 59.581
8900 136859 62.56
8901 131657 62.129
8902 134434 66.126
8903 132629 62.179
8904 135960 65.703
8905 140020 59.663
8906 137178 62.347
8907 136315 62.086
8908 137836 66.701
8909 139257 62.5
8910 134777 56.258
8911 153982 62.338
8912 135282 65.765
8913 131784 61.814
8914 136516 67.728
8915 139450 62.577
8916 134738 62.226
8917 137798 66.952
8918 135306 62.572
8919 133357 62.495
8920 132749 64.356
8921 137366 59.303
8922 137403 62.324
8923 146958 64.682
8924 150521 56.604
8925 134766 62.663
8926 151819 56.509
8927 157112 110.878
8928 134572 64.205
8929 133869 62.705
8930 136838 62.459
8931 139879 59.439
8932 141754 62.136
8933 139305 63.619
8934 132531 62.468
8935 134977 63.81
8936 145674 56.414
8937 138055 65.86
8938 139666 114.813
8939 141173 56.904
8940 134360 64.238
8941 142275 66.211
8942 165153 62.95
8943 139431 62.604
8944 136884 76.268
8945 142215 61.291
8946 135250 64.842
8947 133669 64.89
8948 139075 59.304
8949 143263 65.597
8950 139671 56.044
8951 133016 69.482
8952 138444 62.838
8953 139110 63.069
8954 134171 59.279
8955 139541 60.948
8956 143002 73.66
8957 144254 68.387
8958 174957 66.292
8959 139076 62.877
8960 137640 58.826
8961 135689 58.251
8962 134742 62.093
8963 135045 63.287
8964 138035 62.844
8965 136326 65.852
8966 150311 64.816
8967 142194 56.548
8968 136176 66.178
8969 144486 62.251
8970 140960 63.779
8971 139532 60.264
8972 138119 62.928
8973 155164 122.413
8974 154413 62.224
8975 138090 61.672
8976 135070 63.172
8977 137116 63.07
8978 144167 66.323
8979 143672 62.562
8980 137777 62.293
8981 139192 57.044
8982 137060 63.397
8983 138664 56.749
8984 136911 62.709
8985 138887 64.015
8986 164549 103.99
8987 162912 63.07
8988 204303 123.33
8989 190250 62.966
8990 142341 66.899
8991 203458 114.478
8992 203385 93.488
8993 145512 58.696
8994 189101 72.679
8995 142995 67.782
8996 144080 62.26
8997 141089 70.608
8998 141979 108.067
8999 192682 68.766
9000 146282 56.141
9001 139033 105.299
9002 155182 63.251
9003 140324 63.71
9004 138533 63.585
9005 138106 63.195
9006 140979 67.188
9007 141812 64.467
9008 140916 66.044
9009 140938 56.656
9010 144574 57.238
9011 144486 59.638
9012 138619 57.021
9013 140031 62.942
9014 142820 60.703
9015 137536 63.267
9016 135615 66.651
9017 167411 59.312
9018 147117 68.43
9019 143681 60.452
9020 136177 65.821
9021 141825 72.453
9022 141634 56.983
9023 136216 56.064
9024 141151 56.796
9025 141645 62.957
9026 134903 57.06
9027 141323 62.797
9028 139526 68.798
9029 152234 66.861
9030 142815 60.692
9031 141281 58.591
9032 150340 87.602
9033 146685 59.691
9034 140817 56.691
9035 138175 65.695
9036 141789 60.772
9037 140811 62.961
9038 140835 64.547
9039 143407 63.392
9040 137305 57.094
9041 137011 73.866
9042 142869 63.635
9043 138571 63.617
9044 139521 63.046
9045 141852 60.51
9046 137784 57.052
9047 138163 68.388
9048 155845 62.856
9049 144520 63.184
9050 138975 60.549
9051 151309 63.378
9052 140592 56.463
9053 138846 63.66
9054 139661 63.646
9055 143691 63.147
9056 141127 63.923
9057 137634 63.588
9058 137116 63.53
9059 140892 63.937
9060 139283 69.513
9061 142607 66.553
9062 141176 65.733
9063 168207 57.582
9064 301534 62.203
9065 158579 69.89
9066 141648 63.687
9067 138373 56.583
9068 139334 62.776
9069 144168 60.245
9070 139052 68.764
9071 136899 68.35
9072 144930 56.645
9073 136565 62.956
9074 138893 64.254
9075 137493 58.58
9076 142275 63.709
9077 149490 64.083
9078 167145 57.723
9079 145451 66.178
9080 143068 56.744
9081 139756 63.025
9082 137894 62.654
9083 139901 66.798
9084 139164 63.53
9085 139327 57.244
9086 146096 60.406
9087 141736 56.957
9088 136436 64.02
9089 138280 63.001
9090 145947 80.074
9091 139748 63.731
9092 146091 79.039
9093 171607 63.429
9094 140278 82.768
9095 141657 62.32
9096 142718 57.027
9097 138300 56.761
9098 137088 62.707
9099 143438 66.237
9100 141967 63.255
9101 140071 60.546
9102 140480 62.886
9103 140660 58.745
9104 145665 63.723
9105 139447 67.615
9106 139025 56.373
9107 148093 79.703
9108 166392 62.863
9109 143640 64.54
9110 144860 63.15
9111 139408 64.392
9112 138004 56.814
9113 141589 60.391
9114 149547 67.415
9115 142537 68.685
9116 139041 63.29
9117 141403 57.64
9118 140021 76.889
9119 138776 58.847
9120 138163 63.01
9121 147687 67.618
9122 146654 63.745
9123 168754 65.152
9124 150746 63.838
9125 145971 58.241
9126 141911 60.604
9127 146147 56.358
9128 146025 63.822
9129 145732 65.655
9130 143693 55.865
9131 144676 63.844
9132 144278 66.901
9133 144434 56.853
9134 149374 57.162
9135 138795 63.905
9136 140766 63.875
9137 138917 63.628
9138 161705 121.331
9139 147972 67.697
9140 139562 65.856
9141 145147 63.943
9142 140832 63.404
9143 141963 64.508
9144 150104 70.093
9145 140450 65.417
9146 141074 56.618
9147 141173 90.254
9148 147371 64.121
9149 138604 63.81
9150 145887 67.109
9151 142694 58.871
9152 146053 57.805
9153 151395 63.929
9154 158455 67.972
9155 142572 71.474
9156 142651 64.123
9157 142955 63.829
9158 141847 64.573
9159 141080 63.299
9160 141736 59.439
9161 143655 64.926
9162 265009 57.77
9163 234170 63.833
9164 157700 61.64
9165 142882 56.501
9166 139398 62.982
9167 165851 64.003
9168 145119 61.326
9169 145782 66.833
9170 147288 62.998
9171 145340 65.487
9172 145583 65.393
9173 146223 63.581
9174 145545 62.457
9175 145422 64.722
9176 147610 57.736
9177 140677 59.154
9178 144405 85.05
9179 144631 67.777
9180 139947 62.998
9181 145083 72.977
9182 162469 63.865
9183 145373 63.207
9184 152643 61.572
9185 141269 68.286
9186 144634 76.682
9187 143573 67.279
9188 150019 57.575
9189 144656 70.278
9190 140573 64.347
9191 145484 82.361
9192 145450 56.928
9193 145967 60.963
9194 145792 59.208
9195 142055 64.347
9196 148531 68.33
9197 164920 64.918
9198 149756 63.668
9199 143573 64.672
9200 144049 57.171
9201 143113 57.489
9202 141650 64.226
9203 145191 68.302
9204 142162 63.782
9205 144004 64.736
9206 146422 73.096
9207 151458 64.3
9208 148575 57.644
9209 143583 67.064
9210 144038 74.453
9211 148736 57.616
9212 167931 59.489
9213 154535 68.394
9214 144783 57.651
9215 148574 64.54
9216 141681 59.449
9217 143840 64.914
9218 145034 60.151
9219 142622 66.804
9220 143700 63.679
9221 147312 122.975
9222 159358 120.825
9223 177297 64.652
9224 156172 70.045
9225 152198 58.083
9226 167259 95.094
9227 171104 185.053
9228 182450 65.734
9229 183265 57.367
9230 158155 93.836
9231 147106 62.258
9232 154533 68.697
9233 143829 63.78
9234 162663 58.093
9235 162201 67.766
9236 148528 65.411
9237 149534 57.056
9238 142354 64.916
9239 155502 64.196
9240 186372 65.459
9241 161998 82.116
9242 146946 65.263
9243 165119 68.557
9244 145531 64.251
9245 144237 68.302
9246 144630 64.236
9247 154165 65.3
9248 143233 58.959
9249 142463 60.029
9250 143542 65.144
9251 142151 64.846
9252 143474 64.172
9253 152807 74.722
9254 148310 65.986
9255 164245 64.456
9256 148968 65.708
9257 152429 64.917
9258 142296 66.002
9259 148452 64.795
9260 152411 63.863
9261 142104 58.207
9262 142956 63.795
9263 146882 63.64
9264 151350 64.482
9265 146037 62.575
9266 145672 66.439
9267 147397 59.289
9268 146542 69.72
9269 157324 117.617
9270 172311 68.673
9271 149577 57.501
9272 143516 64.901
9273 154765 60.582
9274 149016 57.866
9275 144161 57.676
9276 146557 63.955
9277 145406 64.521
9278 146253 64.41
9279 150521 65.205
9280 146996 61.074
9281 148655 58.216
9282 151861 64.972
9283 156211 58.56
9284 174631 58.372
9285 154441 69.658
9286 146408 133.588
9287 156105 66.236
9288 152749 64.33
9289 144229 59.138
9290 149846 65.477
9291 149139 64.747
9292 149339 65.243
9293 151043 59.667
9294 147054 70.477
9295 150001 64.386
9296 143250 64.456
9297 145099 64.556
9298 148897 58.286
9299 173114 60.205
9300 151639 64.486
9301 144724 66.869
9302 147909 65.116
9303 146932 76.927
9304 144099 68.597
9305 158490 58.725
9306 147354 64.077
9307 146810 60.158
9308 145946 66.52
9309 147520 85.016
9310 151383 61.618
9311 154844 67.943
9312 150385 65.934
9313 178972 65.079
9314 152350 68.76
9315 148555 72.708
9316 155879 65.063
9317 147850 65.395
9318 150383 61.184
9319 152330 57.894
9320 146008 65.429
9321 144771 64.229
9322 146143 65.072
9323 148883 58.12
9324 149737 62.547
9325 149611 64.26
9326 147856 61.095
9327 147931 63.296
9328 173826 59.427
9329 153143 57.874
9330 144569 58.298
9331 151686 70.185
9332 155038 69.612
9333 155786 59.764
9334 145061 64.748
9335 152055 63.048
9336 153264 64.691
9337 151244 76.68
9338 149358 64.614
9339 155965 64.573
9340 154184 65.136
9341 150285 69.167
9342 175054 61.606
9343 152487 65.062
9344 154453 69.085
9345 148231 58.625
9346 152108 58.684
9347 148149 66.876
9348 145933 65.824
9349 149323 67.056
9350 149562 58.968
9351 145462 64.471
9352 151643 66.858
9353 146524 65.638
9354 151270 59.336
9355 145091 64.959
9356 156099 137.27
9357 168838 72.392
9358 148265 65.188
9359 153881 94.483
9360 159654 65.084
9361 155751 64.818
9362 152359 64.527
9363 155275 72.718
9364 153035 63.179
9365 153882 71.563
9366 155560 65.449
9367 147083 70.258
9368 150190 79.972
9369 147488 64.05
9370 155733 69.794
9371 176580 65.749
9372 166342 82.406
9373 150024 65.206
9374 155825 63.96
9375 157573 70.205
9376 153243 64.684
9377 154017 92.24
9378 156070 60.901
9379 146893 64.553
9380 146081 64.057
9381 149113 65.34
9382 150199 58.109
9383 146548 66.063
9384 147182 64.603
9385 172146 65.663
9386 153646 65.206
9387 154881 69.005
9388 157030 78.629
9389 153237 65.179
9390 146444 63.96
9391 148331 77.378
9392 154492 69.233
9393 152561 65.686
9394 150154 59.287
9395 149011 61.765
9396 157013 58.153
9397 150073 64.879
9398 156248 69.397
9399 180504 72.225
9400 150046 65.965
9401 152506 64.975
9402 148290 65.633
9403 154700 68.999
9404 149491 67.114
9405 151151 59.67
9406 147351 64.97
9407 151330 66.543
9408 153155 206.471
9409 151487 71.218
9410 149724 58.856
9411 149833 64.913
9412 150882 65.457
9413 156264 115.723
9414 163215 66.151
9415 149833 69.11
9416 154826 69.604
9417 152137 64.712
9418 148909 66.061
9419 147718 66.327
9420 149409 61.04
9421 149697 65.127
9422 153859 69.168
9423 152432 69.246
9424 151995 63.208
9425 151138 69.507
9426 155000 82.328
9427 158639 68.867
9428 176306 65.172
9429 161675 65.905
9430 156413 59.296
9431 154043 65.04
9432 149110 65.361
9433 155750 59.435
9434 148275 67.698
9435 151042 65.279
9436 149624 68.76
9437 154016 65.242
9438 159280 69.926
9439 151785 65.656
9440 153340 63.531
9441 148107 70.84
9442 170078 70.251
9443 159521 64.241
9444 151093 59.885
9445 149266 80.316
9446 150961 66.462
9447 152510 59.207
9448 155247 66.042
9449 156817 69.204
9450 149077 59.293
9451 148324 59.567
9452 151109 62.617
9453 154518 76.209
9454 158681 97.334
9455 148696 66.793
9456 178014 61.961
9457 152100 66.032
9458 150697 66.733
9459 152214 63.787
9460 152270 69.618
9461 148389 67.26
9462 150555 58.978
9463 152100 69.851
9464 155889 70.262
9465 159208 69.368
9466 156220 59.722
9467 149736 59.372
9468 151804 65.451
9469 151608 68.93
9470 173506 117.334
9471 160025 65.958
9472 153341 65.613
9473 152993 144.444
9474 154269 70.369
9475 157856 59.286
9476 156709 72.488
9477 156086 59.025
9478 156789 61.893
9479 149976 78.349
9480 150603 65.778
9481 156118 69.401
9482 157222 65.911
9483 155261 66.877
9484 172581 119.239
9485 159453 66.363
9486 154601 79.028
9487 151034 77.545
9488 158444 66.337
9489 158381 65.675
9490 150951 62.501
9491 151074 59.233
9492 149330 65.273
9493 156750 64.851
9494 160733 60.033
9495 151412 69.71
9496 157044 114.033
9497 178568 65.575
9498 171243 63.648
9499 156130 83.161
9500 162127 64.17
9501 155030 71.161
9502 150111 63.454
9503 156674 62.63
9504 167985 65.962
9505 156293 66.528
9506 150076 73.59
9507 165013 65.389
9508 151784 71.68
9509 156374 63.469
9510 155291 69.408
9511 153517 65.61
9512 175655 73.554
9513 156322 70.406
9514 155176 63.861
9515 152301 69.526
9516 159644 66.756
9517 153071 60.444
9518 151654 69.85
9519 154919 66.337
9520 156113 65.887
9521 153926 66.488
9522 159200 71.105
9523 161813 65.737
9524 156559 69.725
9525 163806 60.202
9526 187101 76.005
9527 158725 65.918
9528 150526 73.617
9529 154728 66.98
9530 151879 99.385
9531 158707 70.19
9532 154102 60.01
9533 154907 70.132
9534 153775 126.163
9535 154366 66.276
9536 150715 66.272
9537 154035 65.189
9538 151188 60.859
9539 153903 66.624
9540 172944 67.819
9541 156128 69.739
9542 156524 66.295
9543 152579 66.654
9544 151407 67.153
9545 154268 66.443
9546 152219 67.296
9547 151624 66.772
9548 154194 62.17
9549 150954 59.362
9550 154193 65.907
9551 154565 59.394
9552 155222 66.619
9553 151695 61.656
9554 184482 77.133
9555 160151 66.266
9556 155950 69.859
9557 152775 84.309
9558 154534 67.106
9559 159506 72.404
9560 154462 70.767
9561 158454 70.759
9562 156370 67.253
9563 156009 70.039
9564 156843 59.663
9565 154059 69.751
9566 152174 60.156
9567 156236 67.876
9568 178387 66.261
9569 156979 79.052
9570 153912 59.621
9571 153729 69.859
9572 154813 70.773
9573 155837 71.16
9574 155216 67.629
9575 157649 66.345
9576 153623 60.459
9577 155640 66.566
9578 158936 71.137
9579 154205 66.323
9580 158942 63.221
9581 156842 70.609
9582 177122 60.409
9583 160314 63.573
9584 158515 69.52
9585 157881 68.883
9586 158053 60.74
9587 153466 71.625
9588 155947 60.212
9589 162150 60.442
9590 152788 66.52
9591 157705 67.687
9592 158056 62.762
9593 154290 67.078
9594 157721 67.436
9595 154585 66.278
9596 182573 66.56
9597 154680 69.975
9598 171578 60.242
9599 154611 67.863
9600 158795 64.545
9601 155123 62.773
9602 155526 67.842
9603 155117 65.975
9604 154165 60.868
9605 157374 66.077
9606 158105 74.342
9607 158362 68.721
9608 157526 60.865
9609 169133 66.762
9610 179926 67.778
9611 157445 66.281
9612 158691 71.663
9613 166614 59.817
9614 155225 67.065
9615 158990 66.223
9616 161247 70.686
9617 159723 66.175
9618 155063 66.464
9619 154810 60.699
9620 159060 61.233
9621 154686 66.454
9622 167504 60.706
9623 191611 62.923
9624 160277 60.539
9625 157440 71.178
9626 159403 73.193
9627 159733 62.359
9628 158385 67.256
9629 167607 66.795
9630 156987 60.332
9631 160078 66.759
9632 156900 63.968
9633 160902 60.803
9634 155988 67.161
9635 156101 66.857
9636 168174 82.02
9637 170420 64.748
9638 157034 69.413
9639 164314 69.878
9640 163933 67.074
9641 158016 70.779
9642 164971 86.082
9643 164994 76.327
9644 158304 66.663
9645 157599 68.315
9646 155954 62.195
9647 159420 59.947
9648 156718 61.044
9649 158786 68.089
9650 176535 67.423
9651 161189 85.726
9652 159959 67.165
9653 158611 68.125
9654 164767 63.979
9655 166785 71.615
9656 162817 68.337
9657 158152 67.206
9658 159710 70.399
9659 157917 70.153
9660 162109 62.429
9661 162853 67.495
9662 157452 70.773
9663 177657 116.656
9664 165124 69.404
9665 154746 67.447
9666 159109 72.168
9667 165316 71.304
9668 155609 64.128
9669 157199 68.097
9670 159092 66.924
9671 154871 67.308
9672 155062 68.049
9673 163631 67.131
9674 158743 66.156
9675 154958 67.567
9676 160647 70.58
9677 178245 131.405
9678 158905 74.277
9679 157467 71.721
9680 159688 67.1
9681 155138 66.965
9682 159985 62.816
9683 159901 64.551
9684 156211 72.948
9685 159546 61.065
9686 157389 66.681
9687 157978 117.241
9688 165611 64.989
9689 165432 73.87
9690 161246 67.39
9691 185567 68.288
9692 163723 69.812
9693 156316 70.139
9694 157309 78.233
9695 157291 67.312
9696 157018 66.877
9697 157356 67.619
9698 158955 70.724
9699 156442 68.064
9700 157268 63.363
9701 159197 61.054
9702 157126 67.09
9703 160353 69.176
9704 179291 145.731
9705 166798 67.375
9706 161468 66.922
9707 164434 70.976
9708 163580 68.186
9709 157416 62.92
9710 165054 73.066
9711 157777 69.509
9712 160360 71.963
9713 157663 67.061
9714 156466 67.747
9715 156397 72.768
9716 162258 67.053
9717 162949 82.673
9718 184079 71.707
9719 163297 65.453
9720 164064 71.311
9721 157556 67.244
9722 162825 67.654
9723 162302 71.237
9724 167684 73.634
9725 165367 60.851
9726 163111 62.807
9727 163085 60.953
9728 165054 70.917
9729 163097 67.289
9730 156410 67.485
9731 185987 83.092
9732 159590 68.146
9733 157773 68.657
9734 160502 71.694
9735 163800 61.692
9736 160476 61.189
9737 159498 69.986
9738 158435 66.703
9739 161523 63.084
9740 158614 68.214
9741 160283 61.626
9742 159180 67.384
9743 163600 66.954
9744 159154 174.299
9745 182708 65.475
9746 160851 62.656
9747 161205 67.009
9748 164195 61.076
9749 163916 67.893
9750 160419 67.357
9751 158155 67.889
9752 162262 67.335
9753 162186 71.261
9754 168615 67.369
9755 164303 67.768
9756 163183 71.956
9757 160238 66.422
9758 183801 85.205
9759 172944 67.3
9760 161890 67.912
9761 161831 68.605
9762 161262 62.401
9763 166469 76.975
9764 165134 63.915
9765 163214 72.205
9766 164347 68.607
9767 163926 60.697
9768 162010 77.722
9769 165847 73.093
9770 159077 68.015
9771 182589 64.623
9772 168513 70.926
9773 159829 67.307
9774 168377 72.199
9775 166366 68.23
9776 158676 67.078
9777 166083 66.777
9778 165601 67.681
9779 163503 67.833
9780 169407 65.682
9781 165978 72.133
9782 162217 67.647
9783 164536 73.043
9784 173282 159.167
9785 183569 69.534
9786 162038 61.383
9787 163915 67.445
9788 159392 68.21
9789 161496 68.723
9790 161784 70.067
9791 164756 73.546
9792 165106 65.21
9793 167034 63.8
9794 160869 67.263
9795 161613 73.286
9796 164761 72.37
9797 161146 70.464
9798 184708 71.415
9799 165506 67.122
9800 162616 69.042
9801 164354 63.129
9802 161996 68.264
9803 168814 74.372
9804 168719 61.253
9805 169483 68.009
9806 164677 61.681
9807 168226 72.055
9808 166406 65.453
9809 161517 67.98
9810 167199 64.813
9811 190834 72.986
9812 164139 68.326
9813 165456 67.171
9814 161553 136.805
9815 162544 68.595
9816 164620 80.203
9817 159813 67.721
9818 164006 68.418
9819 163751 67.954
9820 164676 68.125
9821 163956 61.488
9822 171090 65.113
9823 164052 65.926
9824 194600 72.773
9825 171362 69.917
9826 164465 64.445
9827 165546 65.027
9828 164600 70.26
9829 169743 71.912
9830 167258 124.101
9831 164990 62.015
9832 166813 71.816
9833 161865 68.36
9834 165426 67.832
9835 160466 61.79
9836 167515 71.942
9837 190720 71.815
9838 167534 67.925
9839 163745 62.331
9840 162077 69.726
9841 165279 73.784
9842 174003 65.468
9843 166072 68.209
9844 166470 68.074
9845 162551 68.221
9846 163479 69.672
9847 164385 69.893
9848 162652 67.907
9849 161830 64.094
9850 183418 69.168
9851 169948 62.081
9852 171487 68.573
9853 162578 64.322
