Function_Index Worst_Case_Time(us) Best_Case_Time(us)
1300 2800.98 8.202
1301 2852.73 7.925
1302 3121.46 8.124
1303 2881.96 8.003
1304 2817.29 8.066
1305 2830.87 7.957
1306 2831.05 8.228
1307 3978.87 11.8
1308 2969.99 7.98
1309 2880.38 7.972
1310 2871.53 8.06
1311 3026.09 8.079
1312 2850.04 8.056
1313 2934.5 8.041
1314 2866.23 8.073
1315 2873.96 8.062
1316 3022.56 14.322
1317 2876.14 8.083
1318 2895.51 8.323
1319 2971.03 8.206
1320 2877.57 23.338
1321 3169.22 8.156
1322 2913.82 8.113
1323 2924.29 8.294
1324 2951.35 8.135
1325 2948.54 8.033
1326 4182.55 19.766
1327 3008.58 8.183
1328 4052.85 8.506
1329 3170.48 8.249
1330 3091.81 8.127
1331 2927.53 8.514
1332 2933.91 8.385
1333 2985.99 8.389
1334 3126.52 14.891
1335 2986.52 8.19
1336 2947.99 8.136
1337 2955.23 8.405
1338 2971.69 8.113
1339 3186.17 8.324
1340 3011.44 8.237
1341 3219.21 8.389
1342 3012.71 8.441
1343 3420.23 11.485
1344 3151.36 8.184
1345 2987.5 8.277
1346 3007.64 8.176
1347 3355.3 8.996
1348 3051.99 8.48
1349 3014.55 8.259
1350 3083.14 8.606
1351 3032.32 8.179
1352 3234.02 15.687
1353 3122.61 8.267
1354 3031.53 8.612
1355 3035 8.957
1356 3251.76 8.396
1357 3033.55 8.367
1358 3140.11 8.379
1359 3052.58 8.269
1360 3048.06 8.301
1361 4060.47 20.061
1362 3144.8 8.401
1363 3074.89 8.353
1364 3073 8.269
1365 3227.34 8.644
1366 3084.11 14.866
1367 3139.18 8.398
1368 3110.94 8.308
1369 3145.61 8.298
1370 3138.59 8.382
1371 3137.62 8.396
1372 3144.67 8.393
1373 3121.07 8.414
1374 3574.11 8.381
1375 3216.53 8.413
1376 3137.17 8.408
1377 3196.76 8.84
1378 3594.22 8.9
1379 3166.38 8.47
1380 3266.31 8.454
1381 3163.61 8.667
1382 3175.93 8.686
1383 4716.02 20.135
1384 3648.52 9.089
1385 3362.8 8.62
1386 4412.55 17.282
1387 6002.24 11.299
1388 7162.44 13.241
1389 6057.95 19.769
1390 10577.3 27.024
1391 6256.73 18.547
1392 14509.3 18.405
1393 6029.24 18.629
1394 13695.7 20.133
1395 5997.25 17.534
1396 12052.6 19.931
1397 3897.97 15.017
1398 4278.06 22.398
1399 3439.46 8.816
1400 5961.44 20.975
1401 3810.38 15.173
1402 4367.72 23.009
1403 3579.89 9.634
1404 3402.35 8.625
1405 3273.85 8.553
1406 3299.97 8.594
1407 3538.09 15.275
1408 3354.61 14.943
1409 3320.76 8.685
1410 3327.29 8.658
1411 3555.18 14.916
1412 3302 8.892
1413 3351.89 8.959
1414 3515.56 9.031
1415 4478.59 12.87
1416 4735.07 20.193
1417 3363.49 8.66
1418 3356.13 8.599
1419 3617.02 15.474
1420 3428.54 14.945
1421 3361.3 8.706
1422 3339.48 8.641
1423 5723.66 15.74
1424 3410.96 8.893
1425 3364.72 8.752
1426 3510.6 8.681
1427 3388.87 8.794
1428 3365.59 8.661
1429 3438.95 8.821
1430 3511.63 15.084
1431 3368.58 8.691
1432 3415.64 8.74
1433 3391.1 9.019
1434 3542.25 15.541
1435 3610.48 8.96
1436 3400.19 8.719
1437 3411.77 9.035
1438 3457.97 8.926
1439 3435.74 8.732
1440 4920.51 20.26
1441 3639.62 27.58
1442 3432.51 21.96
1443 3671.06 9.013
1444 3535.63 8.864
1445 3548.57 8.84
1446 3453.22 8.887
1447 3492.72 8.89
1448 3496.06 8.81
1449 3884.7 9.5
1450 3519.64 8.858
1451 3473.84 15.433
1452 3481.75 8.864
1453 5030.82 13.036
1454 3588.8 8.899
1455 3507.27 8.9
1456 3744.18 34.021
1457 3505.61 9.022
1458 3551.02 8.951
1459 3509.44 9.009
1460 3635.18 9.36
1461 3545 8.947
1462 3530.19 9.221
1463 3635.74 9.015
1464 3734.89 15.4
1465 3545.48 9.007
1466 3550.78 9.017
1467 3564.93 9.231
1468 3812.1 15.333
1469 3684.4 9.465
1470 3611.1 8.99
1471 3583.65 9.04
1472 3836.51 9.162
1473 3609.4 8.919
1474 3594.32 9.25
1475 3667.91 9.054
1476 3931.92 9.337
1477 3597.53 9.08
1478 3635.75 9.101
1479 3642.96 9.083
1480 3969.89 9.436
1481 3619.2 8.994
1482 3624.58 9.054
1483 3652.98 8.997
1484 3776 9.099
1485 3642.25 9.053
1486 3755.02 9.212
1487 3912.43 17.663
1488 3906.93 9.274
1489 3651.78 9.121
1490 3673.75 9.166
1491 4212.4 15.674
1492 3806.69 9.264
1493 3739.84 9.177
1494 3746.06 9.257
1495 3938.41 9.298
1496 3804.88 9.145
1497 3758.68 9.131
1498 3704.8 9.24
1499 5798.66 15.507
1500 4017.95 9.283
1501 4134.27 9.359
1502 3743.06 9.386
1503 5716.18 40.43
1504 5454.44 13.84
1505 5443.8 20.967
1506 6126.53 13.428
1507 3908.92 9.255
1508 3770.04 9.297
1509 4238.7 15.959
1510 4000.85 9.254
1511 3874.15 9.365
1512 3791.49 9.311
1513 4173.13 9.696
1514 3830.56 9.371
1515 3858.38 9.303
1516 3825.56 9.262
1517 4093.03 15.802
1518 3976.86 9.386
1519 3825.04 9.276
1520 4216.18 9.757
1521 3857.57 9.287
1522 3879.33 9.326
1523 3833.28 9.381
1524 4203.25 9.595
1525 3850.27 9.324
1526 3877.46 9.42
1527 3855.8 9.435
1528 5694.44 21.269
1529 3960.77 9.507
1530 3864.96 9.437
1531 4272.57 9.663
1532 3914.39 9.386
1533 3894.55 9.351
1534 3898.26 9.523
1535 6350.97 14.869
1536 7710.83 19.855
1537 5125.28 16.555
1538 4066.63 9.801
1539 3923.07 9.478
1540 4151.79 9.661
1541 3975.68 9.539
1542 3950.46 9.533
1543 3932 9.493
1544 4165.44 15.823
1545 4037.05 9.434
1546 3949.26 26.62
1547 4246.72 15.882
1548 3979.99 9.59
1549 4016.97 9.595
1550 3966.34 10.11
1551 4196.96 9.702
1552 3984.58 9.576
1553 4054.86 9.649
1554 4192.51 9.573
1555 3999.67 9.576
1556 4014.84 9.609
1557 4063.96 9.477
1558 4363.81 9.59
1559 4030.2 9.497
1560 4066.28 9.691
1561 4115.36 16.251
1562 4134.88 9.751
1563 4061.66 9.543
1564 4045.5 9.622
1565 4245.77 9.626
1566 4095.15 9.714
1567 4143.66 9.57
1568 4375.38 10.685
1569 4252.56 9.709
1570 4098.73 9.915
1571 4136.26 9.611
1572 4085.76 9.805
1573 4097.83 9.946
1574 4129.35 9.7
1575 4345.35 10.015
1576 4118.97 23.257
1577 4166.82 9.596
1578 4233.72 9.723
1579 4214.34 9.684
1580 4191.04 9.852
1581 4129.75 9.81
1582 4787.82 9.685
1583 4251.62 9.761
1584 4239.15 9.694
1585 4237.51 9.812
1586 4197.27 9.65
1587 4180.24 9.711
1588 4202.62 9.728
1589 4410.03 9.899
1590 4208.91 9.748
1591 4187.51 10.049
1592 5343.83 16.959
1593 5160.84 10.062
1594 5133.88 17.048
1595 7340.75 11.292
1596 4994.61 16.483
1597 4577.22 10.593
1598 4232.41 9.761
1599 4240.57 9.754
1600 4274.8 25.936
1601 4515.71 9.87
1602 4324.74 9.866
1603 4253.29 9.864
1604 4610.11 10.231
1605 4351.1 9.931
1606 4319.18 9.916
1607 7047.5 39.882
1608 5377.29 10.444
1609 5521.08 10.361
1610 4766.11 16.277
1611 4722.85 10.154
1612 4294.82 9.834
1613 4363.92 9.948
1614 4644.48 16.406
1615 4327.14 9.978
1616 4325.75 9.848
1617 4380.04 9.988
1618 4522.1 15.926
1619 4360.44 9.932
1620 4369.77 10.001
1621 4843.64 10.038
1622 4383.25 16.8
1623 4450.63 10.005
1624 6745.95 29.883
1625 15577.8 29.636
1626 14110.9 22.93
1627 15280.2 25.02
1628 8652.41 22.2
1629 5164.11 17.055
1630 4616.8 11.082
1631 6199.56 23.049
1632 14005.1 21.745
1633 14660.9 22.426
1634 9077.25 23.511
1635 15225.3 21.787
1636 7832.02 21.056
1637 6692.56 19.969
1638 9850.95 22.775
1639 8895.47 18.077
1640 4702.28 10.167
1641 4654.23 10.786
1642 9099.74 25.01
1643 5052.36 11.147
1644 4930.13 16.909
1645 4509.7 10.061
1646 4715.19 10.055
1647 4527.99 16.662
1648 4547.75 10.137
1649 5881.78 43.127
1650 4836.39 16.518
1651 4550.75 16.588
1652 5545.95 22.608
1653 4611.9 10.103
1654 4529.41 10.154
1655 4569.03 16.268
1656 4851.62 11.888
1657 4693.19 10.198
1658 4549.38 10.185
1659 5663.35 29.606
1660 4837.71 17.709
1661 5185.39 12.073
1662 5985.34 17.422
1663 5768.03 17.022
1664 7242.59 12.941
1665 4847.79 10.395
1666 5142.79 10.839
1667 5180.77 17.097
1668 4725.19 10.407
1669 6520.02 17.172
1670 4730.56 10.413
1671 4738.19 10.575
1672 4704.48 10.406
1673 4940.91 10.521
1674 4694.23 10.288
1675 4684.86 10.425
1676 4854.69 10.378
1677 4830.38 10.777
1678 4714.84 10.464
1679 4849.49 10.59
1680 4771.93 10.484
1681 4725.5 10.377
1682 6504.21 30.758
1683 6792.41 15.055
1684 4920.53 10.576
1685 4935.6 17.067
1686 4797.83 10.532
1687 8854.63 23.892
1688 8365.01 17.492
1689 6411.43 16.993
1690 5351.23 17.095
1691 4843.31 10.718
1692 8741.4 21.386
1693 6690.61 12.217
1694 4884.94 10.476
1695 6787.73 23.329
1696 5118.04 10.595
1697 5397.04 21.364
1698 6968.34 15.564
1699 8777.61 11.764
1700 7414.08 29.301
1701 9226.86 18.223
1702 7378.19 16.296
1703 8200.89 22.727
1704 8017.58 29.692
1705 7239.54 11.424
1706 8502.91 18.428
1707 7454.08 17.647
1708 8230.83 30.742
1709 7487.23 41.023
1710 9257.37 23.237
1711 9856.46 17.655
1712 7134.62 17.838
1713 7182.59 16.898
1714 7171.38 31.99
1715 8522.53 28.313
1716 7143.75 17.756
1717 7143.88 28.503
1718 7684.52 16.247
1719 6797.05 18.001
1720 9775.52 19.362
1721 6533.64 27.043
1722 7599.4 28.079
1723 7195.22 27.611
1724 6878.13 29.555
1725 7754.47 17.788
1726 7278.01 28.701
1727 7268.8 15.594
1728 7557.97 46.979
1729 7147 36.462
1730 8736.07 18.632
1731 6757.77 30.071
1732 7487.9 30.321
1733 7710.54 17.983
1734 7498.98 17.928
1735 8604.52 18.44
1736 7344.7 15.934
1737 7216.04 17.929
1738 7789.32 18.254
1739 6942.13 28.722
1740 9076.9 18.321
1741 7436.45 16.01
1742 8673.4 46.971
1743 7181.6 18.334
1744 7531.39 15.885
1745 7633.39 12.171
1746 6719.34 28.153
1747 7363.94 18.032
1748 7353.12 30.269
1749 8082.61 17.688
1750 8177.65 19.263
1751 7365.83 28.301
1752 7632.1 29.252
1753 7613.26 28.138
1754 7882.71 18.161
1755 8283.41 21.994
1756 6804.62 20.756
1757 8244.28 18.462
1758 7088.53 30.165
1759 7573.34 17.982
1760 5379.5 10.991
1761 5369.26 10.977
1762 5208.52 11.268
1763 5206.36 10.96
1764 6460.92 12.079
1765 7087.66 11.313
1766 8167.01 22.44
1767 6995.79 18.32
1768 7543.27 30.179
1769 7659.73 27.97
1770 13704.7 24.21
1771 10688.8 26.514
1772 12761.6 23.813
1773 13025.7 23.447
1774 9464.27 18.77
1775 7591.84 24.644
1776 7641.77 18.686
1777 5558.35 18.544
1778 8246.8 18.221
1779 5332.59 17.74
1780 5503.3 17.992
1781 5547.78 11.455
1782 5457.96 11.63
1783 5435.41 11.408
1784 5329.55 17.344
1785 5500.94 11.158
1786 5351.84 11.168
1787 5653.19 11.552
1788 5475.88 11.18
1789 5385.7 11.193
1790 6767.48 24.667
1791 5608.7 11.07
1792 5752.08 11.765
1793 5525.33 11.176
1794 5430.59 11.32
1795 5508.06 11.317
1796 5379.23 11.033
1797 5407.73 41.486
1798 6311.86 11.685
1799 7727.09 16.199
1800 6048.99 17.966
1801 5506.23 11.313
1802 5540.32 17.851
1803 5419.17 17.098
1804 5414.76 11.204
1805 5634.7 11.446
1806 5556.04 11.23
1807 5513.36 11.277
1808 5484.16 11.126
1809 5448.83 11.114
1810 5556.46 11.361
1811 5474.9 11.265
1812 5476.12 11.268
1813 5656.4 11.238
1814 5493.44 11.339
1815 9130.81 19.357
1816 6798.82 18.455
1817 11635.3 32.439
1818 5947.17 25.916
1819 6002.2 19.113
1820 5700.91 31.988
1821 5888.02 18.265
1822 5586.09 18.093
1823 5688.95 12.446
1824 5685.9 17.734
1825 5664.51 17.757
1826 9580.86 24.418
1827 5861.63 11.985
1828 12153 43.228
1829 11733.4 43.048
1830 8680.95 14.878
1831 6654.95 22.218
1832 10596.9 30.281
1833 13288.5 29.906
1834 13320.5 29.144
1835 8884.5 19.088
1836 6700.31 18.685
1837 5744.94 18.792
1838 9351.7 31.539
1839 11907.8 17.899
1840 8198.79 16.95
1841 8475.89 19.083
1842 10666.3 29.501
1843 8655.83 24.69
1844 10807.1 30.992
1845 10893 29.926
1846 10771.5 46.003
1847 10057.4 17.913
1848 10747.4 30.378
1849 8705.73 17.289
1850 10505.6 30.173
1851 10828.9 30.785
1852 11653.5 19.9
1853 9239.36 33.503
1854 12866.5 48.28
1855 8014.4 18.728
1856 6824.39 19.072
1857 6344.3 18.573
1858 9140.49 19.833
1859 16535.7 24.173
1860 12910.1 44.113
1861 13278.9 21.893
1862 9246.56 18.725
1863 7566.01 27.657
1864 14396.1 25.094
1865 12887 33.683
1866 7242.74 20.845
1867 11388 33.161
1868 12445.6 24.207
1869 11221.6 38.977
1870 8679.23 19.065
1871 6133.76 18.563
1872 9629.64 19.925
1873 7704.45 13.18
1874 6351.38 18.643
1875 9635.26 25.139
1876 11634.8 33.849
1877 9876.8 19.436
1878 10461.2 24.713
1879 6151.07 18.4
1880 6318.24 18.096
1881 6142.4 18.388
1882 9130.66 34.34
1883 9901.55 24.479
1884 9124.27 23.816
1885 8069.77 18.908
1886 6014.18 11.797
1887 6336.54 13.042
1888 5995.15 11.785
1889 5997.02 11.799
1890 6183.99 11.974
1891 5988.37 11.652
1892 6476.19 11.769
1893 6151.25 11.86
1894 5984.98 11.639
1895 6219.74 12.115
1896 6055.34 11.815
1897 8208.92 18.632
1898 6111.16 31.182
1899 7187.33 24.174
1900 6074.79 11.894
1901 6202.79 12.014
1902 6036.09 11.704
1903 6073.54 11.845
1904 6280.2 11.825
1905 6089.08 11.842
1906 7036.27 29.133
1907 7022.83 12.006
1908 6185.45 22.802
1909 6077.79 12.006
1910 6154.44 12.108
1911 7905.15 24.848
1912 6194.98 11.877
1913 6357.17 12.195
1914 6104.49 12.102
1915 6432.65 12.045
1916 6191.32 11.96
1917 6160.35 11.881
1918 6648.67 12.364
1919 6267.89 11.927
1920 6324.25 11.904
1921 6180 11.783
1922 6171.48 11.901
1923 6359.45 18.297
1924 6159.09 11.897
1925 6680.79 18.541
1926 6243.73 11.984
1927 6625.72 12.112
1928 6202.56 11.944
1929 6312.75 11.897
1930 6454.9 18.625
1931 6641.01 30.108
1932 7572.47 18.383
1933 6330.06 11.877
1934 6475.8 12.278
1935 6284.11 12.101
1936 6344.84 11.898
1937 6291.5 12.004
1938 6361.06 12.031
1939 6435.36 11.917
1940 6281.94 11.881
1941 6484.15 12.047
1942 6312.23 11.918
1943 6311.34 12.167
1944 6512.19 12.038
1945 6318.35 12.134
1946 6665.18 12.338
1947 6440.99 12.076
1948 6621.64 12.386
1949 6347.85 24.791
1950 6368.91 12.14
1951 6802.52 19.28
1952 6448.38 18.315
1953 7316.71 18.088
1954 6634.3 18.765
1955 6782.72 12.164
1956 6721.14 18.661
1957 6474.15 12.451
1958 6645.96 12.126
1959 6515.95 12.178
1960 6660.45 37.047
1961 6496.16 12.382
1962 6503.31 12.169
1963 9146.1 19.333
1964 6992.06 21.809
1965 6751.46 18.57
1966 7121.61 12.945
1967 6649.75 12.322
1968 6528.27 12.259
1969 6667.59 12.139
1970 6525.92 12.219
1971 6828.07 12.337
1972 6476.52 12.222
1973 7054.74 12.509
1974 6484.49 12.115
1975 6728.71 18.739
1976 6530.64 12.248
1977 6509.36 12.562
1978 7110.78 19.318
1979 6595.46 12.308
1980 6745.75 12.179
1981 6589.89 12.362
1982 6621.57 27.404
1983 6576.84 12.553
1984 6864.93 18.772
1985 6570.58 12.206
1986 6618.6 28.971
1987 6805.59 12.412
1988 6621.17 12.277
1989 8386.57 19.6
1990 6906.96 18.507
1991 6866.06 18.967
1992 6653.6 12.375
1993 6953.94 18.788
1994 6612.57 12.196
1995 6906.01 12.644
1996 6736.84 12.399
1997 6800.12 12.609
1998 6655.85 12.73
1999 6713.48 12.502
2000 7155.32 18.961
2001 7071.62 18.768
2002 6730.83 12.495
2003 6680.08 12.461
2004 7033.16 12.677
2005 6724.14 12.304
2006 9295.43 25.962
2007 6812.06 12.767
2008 7103.68 12.379
2009 6794.58 12.362
2010 7084.5 12.726
2011 6740.59 12.346
2012 7787.91 19.443
2013 7543.6 12.591
2014 7159.53 18.961
2015 6793.91 12.544
2016 7240.16 19.156
2017 6880.42 12.375
2018 7175.05 18.964
2019 6792.32 12.524
2020 7037.23 18.965
2021 6808.29 12.568
2022 6874.06 12.543
2023 9767.7 17.761
2024 8136.49 14.135
2025 6869.79 18.828
2026 7115.59 19.117
2027 6945.69 12.458
2028 8079 27.605
2029 7034.25 19.239
2030 6933.89 12.683
2031 7107.7 12.532
2032 6960.23 12.637
2033 7076.65 12.782
2034 7012.89 12.499
2035 6945.34 12.895
2036 7333.56 12.842
2037 6932.86 12.602
2038 9597.99 26.469
2039 9620.66 22.895
2040 7449.52 12.623
2041 7155.38 12.785
2042 6931.74 12.633
2043 7220.5 19.142
2044 6970.01 12.722
2045 6990.57 12.511
2046 7444.56 18.843
2047 6976.01 13.024
2048 7098.66 13.59
2049 7042.67 12.696
2050 7244.55 12.821
2051 7055.89 12.568
2052 9404.61 25.51
2053 7020.01 12.625
2054 16819.6 26.649
2055 13789.1 19.645
2056 12628.9 14.532
2057 12090 38.513
2058 11983.7 46.709
2059 16479.4 27.091
2060 14057.7 34.331
2061 7211.29 19.048
2062 10205.6 25.319
2063 7331.97 19.053
2064 7220.09 19.137
2065 7313.48 19.48
2066 7183.8 19.186
2067 8241.92 26.556
2068 7227.59 18.958
2069 7212.35 18.78
2070 7165.98 12.957
2071 7334.31 19.203
2072 7185.76 19.446
2073 11274.3 24.196
2074 7274.28 37.958
2075 7415.49 19.235
2076 7183.21 13.206
2077 7352.2 12.897
2078 7281.98 18.927
2079 7405.51 19.072
2080 7274.14 12.864
2081 7565.02 19.367
2082 7210.12 12.746
2083 7347.2 19.29
2084 7266.14 19.249
2085 7809.86 19.67
2086 8226.05 19.379
2087 7446.92 12.9
2088 10184.9 14.375
2089 7385.27 19.265
2090 7308.37 12.91
2091 10501.8 18.917
2092 7857.6 20.074
2093 9820.11 26.41
2094 8286.66 12.997
2095 11353.8 31.015
2096 12595.9 24.337
2097 8566.59 19.231
2098 7436.05 25.792
2099 8455.14 14.803
2100 8569.55 36.626
2101 8225.68 19.669
2102 7865.32 13.494
2103 8173.91 27.022
2104 8599.44 19.692
2105 7823.17 23.744
2106 8125.92 19.733
2107 8049.09 19.667
2108 7917.6 19.475
2109 13174.6 29.061
2110 12706 30.963
2111 14336.6 20.453
2112 13267.8 15.233
2113 13439.6 14.886
2114 12772.3 28.325
2115 10738.9 14.107
2116 12480 20.174
2117 18870.6 44.537
2118 15277 19.215
2119 11652 20.157
2120 12663.4 14.664
2121 11406.6 15.033
2122 11501.9 32.599
2123 11625.8 50.926
2124 8313.45 18.422
2125 10668.4 22.389
2126 9562.88 18.19
2127 8375.37 14.722
2128 11351.2 20.749
2129 8452.14 14.709
2130 12354.1 15.154
2131 10340.2 20.738
2132 8491.83 14.592
2133 13451.5 16.028
2134 9885.3 21.376
2135 10663.8 20.564
2136 13764.5 31.216
2137 12776.9 28.166
2138 14589.1 18.017
2139 12593.2 21.855
2140 13815.2 37.485
2141 14890.9 22.18
2142 11892 23.057
2143 17247.7 27.752
2144 16919.5 24.473
2145 16115.7 20.435
2146 8619.7 20.198
2147 10641.7 28.149
2148 11198.1 15.393
2149 9028.05 25.459
2150 11252.7 15.122
2151 12666.1 21.068
2152 10481 20.706
2153 12114.9 16.633
2154 15433.6 14.939
2155 10767.5 21.385
2156 14662.8 20.125
2157 8296.03 20.859
2158 12937.4 20.044
2159 12387.6 29.477
2160 9887.78 36.526
2161 10265.5 15.043
2162 11631.9 32.164
2163 12074.9 57.472
2164 9255.51 14.035
2165 10436.7 20.797
2166 12256.9 21.044
2167 9173.62 20.21
2168 11687.8 28.519
2169 12720.3 20.998
2170 9421.46 65.695
2171 9434.87 20.359
2172 12412.3 20.802
2173 11694.1 38.404
2174 10371.6 15.621
2175 11345.9 21.571
2176 11597.2 20.845
2177 9819.42 20.625
2178 13416.2 22.457
2179 12237.6 20.17
2180 13450.7 21.035
2181 9169.6 19.616
2182 9333.37 21.208
2183 9567.76 19.42
2184 8442.94 19.916
2185 8263.25 20.511
2186 8252.46 20.281
2187 8319 19.983
2188 8079.63 19.371
2189 8287.7 13.549
2190 8137.45 25.647
2191 8095.19 13.402
2192 8268.7 20.091
2193 8036.53 13.547
2194 8428.58 20.208
2195 8041.96 19.87
2196 8383.96 14.103
2197 8122.3 13.652
2198 10570.9 27.542
2199 8616.19 14.145
2200 8028.18 13.438
2201 9488.41 29.997
2202 9453.4 20.207
2203 8922.01 20.466
2204 8129.85 13.993
2205 12670 16.491
2206 8289.23 20.275
2207 12527.6 21.213
2208 10585.8 16.864
2209 8273.63 19.931
2210 10008.4 21.515
2211 8801.32 14.8
2212 10061.1 21.074
2213 10086.5 20.868
2214 8804.53 21.17
2215 11504.1 21.359
2216 9689.22 16.472
2217 10905.7 21.483
2218 10445.7 20.872
2219 8332.82 19.941
2220 8821.08 20.116
2221 8387.92 21.178
2222 8269.9 13.903
2223 8533.16 21.01
2224 8436.14 14.262
2225 8427.21 20.393
2226 8240.9 13.619
2227 8500.47 13.934
2228 8284.81 20.009
2229 10108.3 14.451
2230 9216.18 15.698
2231 8539.35 20.095
2232 10902.7 20.488
2233 8473.96 20.134
2234 8674.41 20.6
2235 8705.49 20.773
2236 8345.89 20.018
2237 8528.28 13.977
2238 8302.17 20.12
2239 8568.15 19.832
2240 8337.84 20.259
2241 8530.37 13.703
2242 8706.1 20.738
2243 8589.28 20.151
2244 8713.03 20.474
2245 8373.86 13.85
2246 8856.58 20.632
2247 8463.03 13.816
2248 11123.6 27.798
2249 8607.33 20.462
2250 8548.11 20.396
2251 8648.57 14.205
2252 12177.5 15.537
2253 8517.21 19.81
2254 9024.35 20.908
2255 8429.85 20.225
2256 8988.43 21.657
2257 8556.1 20.647
2258 8747.9 20.454
2259 8885.11 20.724
2260 8462.84 20.537
2261 8689.9 13.98
2262 8515.6 20.23
2263 8845 20.994
2264 8489.3 20.26
2265 17543.3 29.407
2266 23182.4 21.921
2267 19179.7 43.1
2268 14518.8 29.568
2269 10448.9 15.968
2270 8820.69 21.331
2271 8780.12 20.507
2272 9001.19 19.878
2273 8915.43 20.905
2274 8715.63 20.384
2275 8786.9 20.738
2276 8790.26 20.709
2277 8780.64 14.055
2278 8831.67 19.849
2279 8700.46 20.284
2280 8860.04 14.121
2281 8660.44 20.408
2282 10721.2 22.868
2283 9225.35 22.306
2284 8726.92 20.776
2285 9233.61 15.003
2286 8959.42 20.825
2287 8706.1 20.167
2288 8808.62 20.482
2289 8681.08 20.279
2290 12447.9 28.321
2291 9001.13 20.597
2292 8752.7 20.541
2293 12739.2 28.447
2294 11721.1 25.144
2295 8864.66 20.321
2296 8813.31 14.252
2297 9029.7 20.964
2298 8867.41 20.39
2299 8975.08 21.247
2300 9134.28 20.407
2301 8845.99 20.278
2302 10325.5 22.345
2303 8910.5 20.351
2304 13439.2 29.079
2305 9599.58 21.08
2306 9339.2 21.508
2307 9021.36 14.251
2308 9386.36 20.098
2309 8880.8 20.448
2310 9659.51 20.955
2311 9490.4 20.346
2312 9016.38 20.535
2313 11245.7 28.645
2314 9464.3 21.333
2315 8930.78 14.131
2316 9082.27 20.679
2317 8981.77 20.852
2318 9055.72 14.756
2319 9207.06 14.573
2320 8953.11 20.423
2321 19877.8 15.969
2322 17915.9 23.315
2323 12305.3 16.525
2324 10081.9 21.775
2325 20611.4 32.419
2326 9529.89 21.425
2327 15958.4 28.63
2328 12298.9 22.736
2329 13463 16.605
2330 11022.5 42.567
2331 9645.97 15.102
2332 14438.4 70.64
2333 19211 32.595
2334 18346.7 26.484
2335 16509.1 26.072
2336 10729.3 22.356
2337 9356.12 20.847
2338 9163.66 14.269
2339 9548.8 21.331
2340 10057 27.991
2341 14321.8 15.487
2342 9326.84 20.713
2343 9312.1 20.774
2344 13343.2 21.55
2345 9682.62 20.703
2346 9971.86 21.621
2347 9501.42 21.104
2348 9221.39 14.527
2349 12285.9 28.613
2350 9612.25 21.355
2351 9294.64 14.966
2352 9536.9 37.864
2353 10056.3 29.193
2354 15315.7 33.154
2355 9410.09 21.135
2356 10233.1 22.151
2357 9900.13 21.889
2358 9409.96 20.958
2359 9774.32 21.187
2360 9578.77 15.021
2361 9321.07 20.843
2362 9552.9 21.404
2363 9384.83 14.664
2364 9457.61 22.508
2365 9534.3 20.593
2366 9377.48 14.851
2367 9526.03 15.008
2368 9326.47 20.814
2369 9575.71 21.405
2370 9765.6 14.746
2371 9312.6 21.075
2372 9628.17 14.606
2373 9728.3 21.523
2374 9391.51 20.834
2375 10153.5 21.964
2376 9620.11 14.782
2377 9368.97 14.651
2378 10254 44.35
2379 10901.9 22.003
2380 11464.6 23.186
2381 9498.37 21.058
2382 9860.05 21.728
2383 9497.59 14.754
2384 9426.92 21.468
2385 9486.82 21.492
2386 9459.42 14.688
2387 9574.44 14.96
2388 9619.98 21.231
2389 9445.43 20.974
2390 10902.2 22.794
2391 11343.3 22.051
2392 9704 21.144
2393 10372.2 21.958
2394 11354 23.812
2395 9716.5 21.156
2396 10592.8 21.305
2397 9981.62 22.27
2398 9660.18 21.056
2399 9991.68 21.433
2400 9867.69 21.334
2401 9639.87 38.17
2402 13616 47.841
2403 9791.91 21.329
2404 9782.95 35.461
2405 9582.85 21.137
2406 9738.51 14.69
2407 10123 21.38
2408 9728.95 14.87
2409 10101.2 21.995
2410 10246.5 22.047
2411 9861.84 14.709
2412 12817.9 29.079
