Erase_Index Worst_Case_Time(us) Best_Case_Time(us)
32361 58.188 0.062
32360 58.084 0.06
32359 58.069 0.064
32358 58.997 0.062
32357 58.233 0.061
32356 58.31 0.065
32355 58.075 0.063
32354 58.19 0.063
32353 58.086 0.07
32352 58.104 0.061
32351 58.165 0.062
32350 58.066 0.06
32349 58.071 0.061
32348 58.073 0.063
32347 58.03 0.068
32346 58.073 0.062
32345 58.062 0.069
32344 58.04 0.061
32343 58.185 0.062
32342 75.585 0.062
32341 58.073 0.067
32340 58.088 0.064
32339 58.04 0.062
32338 58.055 0.061
32337 58.055 0.063
32336 58.183 0.064
32335 58.167 0.067
32334 58.045 0.067
32333 58.192 0.065
32332 58.06 0.064
32331 58.069 0.062
32330 58.03 0.059
32329 58.061 0.06
32328 58.035 0.059
32327 58.038 0.059
32326 58.153 0.061
32325 58.043 0.06
32324 58.063 0.062
32323 58.139 0.06
32322 58.149 0.062
32321 58.032 0.061
32320 58.161 0.06
32319 58.153 0.066
32318 58.003 0.065
32317 58.121 0.064
32316 58.026 0.06
32315 58.047 0.058
32314 57.99 0.06
32313 84.544 0.058
32312 58.028 0.062
32311 58.025 0.063
32310 58.12 0.063
32309 58.151 0.06
32308 58.138 0.066
32307 57.983 0.059
32306 58.005 0.062
32305 57.995 0.066
32304 57.997 0.06
32303 84.723 0.06
32302 58.221 0.061
32301 58.096 0.064
32300 58.418 0.059
32299 57.975 0.062
32298 58.389 0.061
32297 58.108 0.059
32296 57.95 0.062
32295 57.974 0.062
32294 57.981 0.059
32293 57.995 0.064
32292 57.962 0.062
32291 57.994 0.063
32290 57.987 0.062
32289 57.969 0.057
32288 57.951 0.065
32287 58.222 0.062
32286 58.369 0.062
32285 57.925 0.059
32284 57.946 0.064
32283 57.943 0.062
32282 58.076 0.063
32281 57.944 0.065
32280 58.26 0.064
32279 58.069 0.059
32278 58.505 0.063
32277 57.958 0.063
32276 57.926 0.064
32275 58.389 0.061
32274 58.454 0.058
32273 58.025 0.059
32272 58.04 0.063
32271 57.943 0.065
32270 57.988 0.062
32269 57.959 0.063
32268 57.932 0.063
32267 58.055 0.062
32266 58.16 0.066
32265 83.25 0.061
32264 57.913 0.061
32263 57.889 0.065
32262 58.324 0.059
32261 58.024 0.065
32260 57.912 0.059
32259 58.179 0.068
32258 57.936 0.064
32257 57.877 0.063
32256 57.904 0.063
32255 57.914 0.059
32254 58.511 0.064
32253 57.881 0.062
32252 57.883 0.063
32251 58.15 0.062
32250 57.939 0.063
32249 57.897 0.062
32248 57.895 0.059
32247 57.894 0.062
32246 58.414 0.062
32245 58.026 0.062
32244 57.877 0.062
32243 57.977 0.064
32242 57.876 0.063
32241 57.902 0.062
32240 57.875 0.063
32239 57.866 0.063
32238 57.906 0.063
32237 57.877 0.062
32236 57.892 0.063
32235 57.837 0.06
32234 57.865 0.064
32233 57.893 0.063
32232 58.001 0.065
32231 57.955 0.063
32230 57.882 0.063
32229 57.847 0.062
32228 57.975 0.063
32227 127.223 0.09
32226 85.714 0.075
32225 58.328 0.06
32224 58.159 0.064
32223 58.585 0.059
32222 57.924 0.065
32221 58.06 0.067
32220 57.833 0.061
32219 57.84 0.058
32218 70.688 0.06
32217 57.966 0.062
32216 57.894 0.064
32215 57.849 0.062
32214 57.918 0.063
32213 57.84 0.062
32212 57.861 0.063
32211 57.82 0.063
32210 57.923 0.063
32209 57.83 0.061
32208 57.808 0.065
32207 57.819 0.062
32206 57.83 0.063
32205 57.842 0.062
32204 57.934 0.062
32203 57.828 0.064
32202 80.667 0.063
32201 57.794 0.063
32200 57.936 0.073
32199 57.897 0.063
32198 57.803 0.065
32197 57.93 0.068
32196 57.904 0.062
32195 57.797 0.07
32194 57.793 0.062
32193 57.771 0.061
32192 57.91 0.062
32191 57.796 0.063
32190 57.778 0.06
32189 57.886 0.062
32188 57.778 0.062
32187 57.92 0.06
32186 57.905 0.062
32185 57.825 0.061
32184 57.787 0.06
32183 57.783 0.061
32182 57.885 0.065
32181 57.745 0.06
32180 57.884 0.061
32179 57.899 0.062
32178 57.893 0.063
32177 57.873 0.061
32176 57.778 0.064
32175 57.767 0.063
32174 64.071 0.063
32173 57.737 0.062
32172 57.77 0.064
32171 57.752 0.062
32170 57.776 0.062
32169 57.727 0.062
32168 57.871 0.064
32167 57.849 0.064
32166 57.76 0.061
32165 57.769 0.059
32164 64.249 0.062
32163 57.734 0.064
32162 57.746 0.062
32161 57.735 0.062
32160 57.758 0.064
32159 57.753 0.063
32158 57.831 0.062
32157 57.834 0.064
32156 57.716 0.061
32155 57.753 0.062
32154 68.354 0.077
32153 58.08 0.063
32152 58.05 0.064
32151 57.988 0.061
32150 57.716 0.063
32149 57.844 0.061
32148 57.791 0.063
32147 57.696 0.061
32146 57.723 0.063
32145 57.711 0.064
32144 57.74 0.061
32143 57.801 0.064
32142 57.841 0.063
32141 57.71 0.063
32140 57.708 0.062
32139 57.798 0.063
32138 57.701 0.062
32137 57.683 0.063
32136 57.726 0.065
32135 57.794 0.062
32134 57.8 0.061
32133 57.763 0.062
32132 57.699 0.064
32131 57.657 0.063
32130 57.824 0.062
32129 57.786 0.062
32128 57.703 0.062
32127 57.646 0.063
32126 57.638 0.063
32125 57.679 0.062
32124 57.807 0.062
32123 57.951 0.071
32122 58.07 0.062
32121 57.72 0.068
32120 58.101 0.062
32119 57.651 0.058
32118 57.801 0.064
32117 57.771 0.064
32116 57.67 0.063
32115 57.65 0.063
32114 57.64 0.061
32113 57.771 0.061
32112 64.103 0.062
32111 57.654 0.061
32110 57.633 0.062
32109 57.656 0.063
32108 57.646 0.063
32107 57.738 0.061
32106 57.632 0.061
32105 57.621 0.063
32104 57.665 0.062
32103 57.722 0.063
32102 57.626 0.063
32101 57.662 0.062
32100 57.745 0.061
32099 57.896 0.063
32098 57.626 0.061
32097 57.601 0.064
32096 57.611 0.062
32095 57.713 0.063
32094 57.617 0.062
32093 57.594 0.06
32092 57.656 0.064
32091 57.639 0.062
32090 57.735 0.062
32089 57.595 0.063
32088 57.606 0.064
32087 57.579 0.062
32086 57.63 0.062
32085 57.72 0.063
32084 57.635 0.064
32083 57.729 0.065
32082 57.71 0.062
32081 57.589 0.062
32080 57.588 0.063
32079 77.687 0.088
32078 58.56 0.063
32077 57.613 0.06
32076 57.604 0.062
32075 57.702 0.064
32074 57.572 0.064
32073 57.609 0.063
32072 57.583 0.063
32071 57.684 0.068
32070 57.584 0.063
32069 57.604 0.063
32068 57.697 0.063
32067 57.604 0.062
32066 57.556 0.063
32065 57.702 0.063
32064 57.559 0.064
32063 57.696 0.062
32062 57.539 0.064
32061 57.55 0.062
32060 57.578 0.063
32059 57.649 0.064
32058 57.545 0.064
32057 57.917 0.062
32056 57.572 0.063
32055 57.56 0.064
32054 57.666 0.066
32053 57.537 0.061
32052 57.65 0.06
32051 57.545 0.064
32050 57.661 0.063
32049 57.522 0.062
32048 57.549 0.065
32047 57.646 0.07
32046 57.64 0.062
32045 57.543 0.061
32044 57.515 0.075
32043 57.536 0.061
32042 57.536 0.064
32041 57.522 0.063
32040 57.644 0.063
32039 57.547 0.062
32038 57.639 0.06
32037 57.539 0.062
32036 57.621 0.063
32035 57.5 0.062
32034 57.519 0.063
32033 57.526 0.063
32032 57.604 0.063
32031 57.501 0.063
32030 57.486 0.063
32029 57.579 0.064
32028 57.488 0.063
32027 57.759 0.062
32026 57.523 0.061
32025 57.516 0.058
32024 57.607 0.064
32023 57.487 0.063
32022 57.653 0.062
32021 57.482 0.062
32020 57.589 0.062
32019 57.615 0.063
32018 57.488 0.063
32017 57.569 0.063
32016 57.482 0.062
32015 57.49 0.064
32014 57.572 0.062
32013 57.475 0.063
32012 57.473 0.061
32011 57.453 0.062
32010 57.477 0.061
32009 57.46 0.062
32008 57.447 0.061
32007 57.573 0.062
32006 57.581 0.065
32005 57.575 0.063
32004 57.446 0.063
32003 57.453 0.062
32002 102.151 0.087
32001 57.64 0.065
32000 57.955 0.065
31999 57.461 0.06
31998 57.427 0.064
31997 57.534 0.06
31996 57.426 0.064
31995 57.465 0.063
31994 57.427 0.061
31993 57.429 0.062
31992 57.441 0.062
31991 57.409 0.063
31990 57.525 0.064
31989 57.443 0.064
31988 57.691 0.063
31987 57.408 0.063
31986 57.408 0.062
31985 57.414 0.068
31984 57.447 0.06
31983 57.486 0.063
31982 57.418 0.061
31981 57.385 0.062
31980 57.432 0.062
31979 73.009 0.063
31978 57.397 0.063
31977 57.389 0.062
31976 57.513 0.061
31975 57.435 0.063
31974 57.429 0.062
31973 57.412 0.064
31972 57.4 0.062
31971 57.394 0.062
31970 57.395 0.062
31969 57.388 0.061
31968 57.398 0.061
31967 57.392 0.064
31966 57.496 0.063
31965 57.41 0.072
31964 57.404 0.062
31963 57.371 0.06
31962 57.386 0.062
31961 57.405 0.062
31960 57.402 0.064
31959 57.461 0.063
31958 57.465 0.063
31957 57.371 0.064
31956 57.437 0.062
31955 57.356 0.062
31954 57.36 0.064
31953 57.352 0.061
31952 57.35 0.063
31951 57.359 0.064
31950 57.363 0.062
31949 57.471 0.064
31948 57.351 0.063
31947 57.344 0.062
31946 57.371 0.062
31945 57.377 0.065
31944 57.338 0.062
31943 57.463 0.062
31942 57.6 0.064
31941 57.428 0.063
31940 57.361 0.061
31939 57.312 0.062
31938 57.346 0.069
31937 57.352 0.063
31936 57.421 0.059
31935 57.453 0.061
31934 57.326 0.063
31933 57.331 0.06
31932 57.332 0.067
31931 57.384 0.061
31930 57.525 0.063
31929 57.311 0.064
31928 57.412 0.061
31927 57.273 0.064
31926 78.762 0.069
31925 57.329 0.064
31924 57.825 0.054
31923 57.473 0.061
31922 57.659 0.063
31921 57.316 0.064
31920 57.291 0.062
31919 57.371 0.061
31918 57.432 0.063
31917 57.291 0.063
31916 57.545 0.062
31915 57.295 0.061
31914 57.302 0.062
31913 57.27 0.062
31912 57.317 0.063
31911 57.322 0.063
31910 57.289 0.064
31909 57.294 0.063
31908 57.289 0.063
31907 57.278 0.064
31906 57.28 0.063
31905 57.405 0.061
31904 57.288 0.062
31903 57.265 0.063
31902 57.382 0.062
31901 57.384 0.063
31900 63.595 0.063
31899 57.276 0.064
31898 57.369 0.062
31897 57.363 0.06
31896 57.265 0.063
31895 57.267 0.062
31894 57.342 0.06
31893 57.267 0.062
31892 57.288 0.063
31891 57.285 0.063
31890 57.342 0.063
31889 57.267 0.062
31888 57.269 0.063
31887 57.252 0.063
31886 57.247 0.062
31885 57.241 0.062
31884 57.247 0.063
31883 57.272 0.063
31882 57.274 0.064
31881 57.231 0.06
31880 57.365 0.066
31879 57.256 0.062
31878 57.333 0.063
31877 57.234 0.062
31876 57.22 0.063
31875 57.327 0.063
31874 57.234 0.062
31873 57.246 0.062
31872 57.224 0.064
31871 57.242 0.061
31870 57.347 0.061
31869 57.232 0.062
31868 57.198 0.063
31867 57.188 0.063
31866 57.182 0.062
31865 57.213 0.061
31864 57.22 0.062
31863 57.188 0.063
31862 57.291 0.062
31861 57.211 0.063
31860 57.195 0.062
31859 57.194 0.062
31858 57.178 0.063
31857 57.186 0.062
31856 57.185 0.064
31855 57.169 0.062
31854 57.198 0.063
31853 57.291 0.061
31852 57.301 0.063
31851 57.18 0.063
31850 57.174 0.061
31849 57.194 0.062
31848 57.206 0.063
31847 283.455 0.106
31846 57.788 0.064
31845 57.917 0.062
31844 57.307 0.064
31843 57.232 0.063
31842 57.168 0.063
31841 57.578 0.058
31840 57.173 0.06
31839 57.123 0.063
31838 57.143 0.065
31837 57.252 0.058
31836 57.152 0.061
31835 57.257 0.063
31834 95.612 0.068
31833 57.35 0.062
31832 57.14 0.063
31831 57.164 0.063
31830 57.265 0.06
31829 57.26 0.064
31828 57.114 0.062
31827 57.143 0.068
31826 57.166 0.064
31825 57.248 0.062
31824 57.135 0.063
31823 57.106 0.063
31822 57.127 0.062
31821 57.117 0.063
31820 57.146 0.063
31819 57.12 0.063
31818 57.098 0.062
31817 57.141 0.062
31816 57.117 0.061
31815 57.15 0.063
31814 57.12 0.065
31813 57.209 0.063
31812 57.124 0.062
31811 57.218 0.063
31810 57.287 0.064
31809 57.107 0.062
31808 57.12 0.062
31807 57.091 0.062
31806 57.119 0.062
31805 57.115 0.064
31804 57.133 0.063
31803 57.105 0.061
31802 57.195 0.061
31801 57.214 0.069
31800 57.083 0.062
31799 57.203 0.062
31798 57.182 0.063
31797 57.096 0.061
31796 57.094 0.063
31795 57.069 0.061
31794 57.086 0.063
31793 57.071 0.062
31792 57.097 0.062
31791 57.078 0.062
31790 57.083 0.064
31789 57.095 0.064
31788 57.104 0.063
31787 57.036 0.062
31786 57.079 0.062
31785 57.053 0.062
31784 57.062 0.06
31783 57.041 0.064
31782 57.042 0.06
31781 57.041 0.062
31780 57.041 0.063
31779 57.065 0.06
31778 57.116 0.065
31777 57.045 0.062
31776 57.117 0.061
31775 57.032 0.062
31774 63.51 0.081
31773 75.08 0.066
31772 57.936 0.059
31771 77.901 0.072
31770 59.255 0.061
31769 59.444 0.07
31768 57.774 0.061
31767 57.32 0.058
31766 57.145 0.063
31765 57.081 0.06
31764 57.017 0.063
31763 57.023 0.06
31762 57.021 0.063
31761 57.044 0.065
31760 57.181 0.068
31759 57.042 0.062
31758 57.045 0.061
31757 57.04 0.06
31756 57.023 0.06
31755 57.015 0.06
31754 57.065 0.06
31753 56.988 0.061
31752 57.012 0.06
31751 57.007 0.064
31750 57.01 0.062
31749 56.999 0.061
31748 63.472 0.06
31747 56.994 0.06
31746 57.128 0.061
31745 56.968 0.063
31744 57.006 0.063
31743 56.971 0.06
31742 56.98 0.062
31741 57.169 0.067
31740 57.241 0.059
31739 56.985 0.061
31738 63.462 0.062
31737 56.974 0.061
31736 57.01 0.062
31735 56.985 0.062
31734 56.971 0.065
31733 63.292 0.063
31732 56.965 0.061
31731 57.084 0.061
31730 56.982 0.064
31729 57 0.073
31728 56.99 0.061
31727 57.048 0.062
31726 56.996 0.065
31725 56.958 0.064
31724 56.986 0.062
31723 56.982 0.064
31722 57.062 0.062
31721 56.975 0.062
31720 57.058 0.062
31719 56.924 0.062
31718 80.344 0.062
31717 56.958 0.062
31716 56.965 0.063
31715 57.041 0.062
31714 56.924 0.062
31713 57.034 0.064
31712 57.046 0.062
31711 57.056 0.065
31710 56.949 0.064
31709 56.934 0.062
31708 56.944 0.062
31707 56.934 0.062
31706 56.954 0.06
31705 56.95 0.062
31704 56.904 0.061
31703 56.891 0.061
31702 56.909 0.062
31701 57.018 0.063
31700 56.918 0.063
31699 56.921 0.063
31698 57.028 0.061
31697 120.673 0.103
31696 57.016 0.063
31695 58.019 0.066
31694 57.35 0.062
31693 57.125 0.063
31692 56.883 0.062
31691 57.081 0.062
31690 56.904 0.06
31689 56.891 0.06
31688 56.99 0.065
31687 56.906 0.061
31686 56.876 0.067
31685 56.873 0.063
31684 56.88 0.062
31683 56.891 0.056
31682 56.907 0.061
31681 56.852 0.06
31680 56.994 0.063
31679 57.008 0.06
31678 56.928 0.064
31677 56.985 0.063
31676 56.943 0.064
31675 56.882 0.06
31674 56.886 0.061
31673 56.864 0.062
31672 56.868 0.062
31671 56.961 0.06
31670 56.881 0.059
31669 56.847 0.062
31668 56.98 0.06
31667 56.856 0.061
31666 56.85 0.061
31665 56.834 0.062
31664 56.842 0.063
31663 57.847 0.065
31662 57.364 0.062
31661 56.88 0.064
31660 56.942 0.063
31659 56.857 0.061
31658 56.845 0.06
31657 56.844 0.062
31656 56.837 0.063
31655 56.829 0.062
31654 56.838 0.064
31653 56.923 0.065
31652 56.835 0.064
31651 56.843 0.065
31650 56.813 0.062
31649 56.875 0.062
31648 56.817 0.064
31647 56.811 0.065
31646 56.84 0.064
31645 56.815 0.063
31644 56.952 0.064
31643 57.152 0.059
31642 57.298 0.066
31641 56.803 0.064
31640 56.779 0.06
31639 56.798 0.063
31638 56.806 0.062
31637 56.922 0.062
31636 56.818 0.061
31635 56.814 0.064
31634 61.721 0.068
31633 58.048 0.063
31632 58.572 0.066
31631 58.235 0.071
31630 57.757 0.063
31629 57.622 0.072
31628 58.826 0.07
31627 57.61 0.064
31626 57.803 0.07
31625 57.546 0.064
31624 85.283 0.084
31623 57.997 0.061
31622 57.315 0.06
31621 57.188 0.061
31620 56.772 0.059
31619 56.863 0.062
31618 56.806 0.063
31617 57.057 0.059
31616 56.744 0.061
31615 57.146 0.062
31614 56.783 0.063
31613 57.055 0.059
31612 56.78 0.063
31611 57.194 0.063
31610 56.778 0.061
31609 57.091 0.061
31608 56.871 0.063
31607 57.171 0.062
31606 56.751 0.063
31605 57.348 0.065
31604 56.76 0.06
31603 57.098 0.059
31602 60.469 0.058
31601 57.208 0.062
31600 56.733 0.064
31599 56.797 0.062
31598 57.125 0.066
31597 60.214 0.065
31596 57.14 0.065
31595 57.303 0.063
31594 56.851 0.059
31593 57.065 0.067
31592 56.721 0.062
31591 57.525 0.064
31590 56.692 0.062
31589 56.886 0.064
31588 58.279 0.06
31587 57.172 0.062
31586 57.001 0.059
31585 57.083 0.063
31584 57.109 0.059
31583 57.137 0.06
31582 56.918 0.062
31581 57.194 0.063
31580 56.713 0.064
31579 57.065 0.067
31578 56.932 0.061
31577 57.169 0.061
31576 56.956 0.057
31575 57.103 0.063
31574 56.679 0.062
31573 57.146 0.058
31572 56.663 0.063
31571 57.126 0.062
31570 56.948 0.061
31569 57.026 0.063
31568 56.679 0.061
31567 57.247 0.061
31566 56.669 0.057
31565 57.048 0.062
31564 63.267 0.063
31563 56.942 0.06
31562 56.683 0.062
31561 57.074 0.062
31560 60.199 0.059
31559 57.12 0.062
31558 56.645 0.062
31557 56.64 0.063
31556 56.761 0.063
31555 56.644 0.062
31554 56.763 0.063
31553 56.656 0.063
31552 85.286 0.066
31551 56.747 0.063
31550 60.626 0.064
31549 57.763 0.06
31548 56.898 0.062
31547 57.088 0.065
31546 57.114 0.062
31545 57.117 0.061
31544 56.798 0.064
31543 56.951 0.063
31542 56.634 0.064
31541 57.124 0.063
31540 56.739 0.063
31539 56.938 0.062
31538 56.621 0.061
31537 57.169 0.064
31536 56.855 0.062
31535 57.079 0.061
31534 56.883 0.066
31533 56.959 0.063
31532 57.057 0.064
31531 56.976 0.063
31530 56.614 0.059
31529 56.608 0.063
31528 57.007 0.061
31527 56.954 0.064
31526 56.933 0.062
31525 56.952 0.063
31524 56.615 0.062
31523 56.598 0.062
31522 56.591 0.063
31521 56.728 0.061
31520 56.944 0.061
31519 57.063 0.062
31518 57.044 0.059
31517 56.939 0.06
31516 57.066 0.066
31515 56.97 0.061
31514 56.596 0.06
31513 56.914 0.06
31512 56.585 0.063
31511 57.044 0.062
31510 56.583 0.061
31509 56.932 0.064
31508 56.577 0.063
31507 56.924 0.065
31506 61.678 0.065
31505 56.917 0.061
31504 57.014 0.064
31503 57.185 0.063
31502 56.586 0.059
31501 56.963 0.059
31500 56.578 0.064
31499 63.211 0.063
31498 56.67 0.063
31497 56.674 0.064
31496 56.927 0.057
31495 56.975 0.061
31494 56.63 0.065
31493 56.566 0.062
31492 56.886 0.066
31491 56.962 0.065
31490 56.605 0.064
31489 56.879 0.06
31488 56.522 0.06
31487 56.886 0.062
31486 56.501 0.063
31485 56.498 0.062
31484 56.529 0.062
31483 56.528 0.063
31482 56.656 0.061
31481 56.643 0.061
31480 56.526 0.064
31479 56.511 0.062
31478 56.601 0.063
31477 63.251 0.074
31476 56.756 0.063
31475 56.534 0.063
31474 56.757 0.064
31473 56.83 0.059
31472 56.553 0.059
31471 56.9 0.062
31470 56.568 0.061
31469 56.478 0.063
31468 56.968 0.066
31467 56.848 0.062
31466 56.797 0.06
31465 56.883 0.061
31464 56.497 0.06
31463 56.499 0.062
31462 56.875 0.063
31461 56.848 0.063
31460 56.512 0.062
31459 56.464 0.064
31458 71.008 0.068
31457 56.75 0.059
31456 56.489 0.062
31455 56.938 0.062
31454 56.481 0.063
31453 56.527 0.063
31452 56.859 0.066
31451 56.794 0.063
31450 56.772 0.059
31449 56.878 0.062
31448 56.762 0.064
31447 56.843 0.062
31446 56.531 0.063
31445 56.891 0.057
31444 56.456 0.062
31443 56.92 0.063
31442 56.439 0.063
31441 56.839 0.066
31440 56.438 0.06
31439 56.89 0.064
31438 56.752 0.062
31437 56.853 0.061
31436 56.782 0.063
31435 56.775 0.063
31434 56.444 0.063
31433 56.861 0.061
31432 56.429 0.059
31431 56.953 0.061
31430 56.603 0.059
31429 56.827 0.062
31428 56.85 0.064
31427 56.775 0.062
31426 56.861 0.059
31425 56.919 0.062
31424 56.397 0.061
31423 56.617 0.061
31422 56.426 0.061
31421 56.424 0.069
31420 56.765 0.057
31419 56.72 0.061
31418 56.411 0.064
31417 56.427 0.065
31416 56.64 0.064
31415 56.642 0.062
31414 56.719 0.066
31413 56.727 0.063
31412 56.517 0.062
31411 56.499 0.06
31410 80.166 0.073
31409 56.358 0.063
31408 56.399 0.063
31407 56.411 0.062
31406 56.409 0.063
31405 56.395 0.062
31404 56.381 0.063
31403 56.482 0.062
31402 194.724 0.201
31401 56.844 0.059
31400 56.561 0.063
31399 56.398 0.062
31398 56.372 0.061
31397 56.448 0.061
31396 56.468 0.064
31395 56.53 0.062
31394 56.354 0.063
31393 56.425 0.06
31392 56.467 0.061
31391 56.354 0.06
31390 56.474 0.06
31389 56.447 0.062
31388 56.44 0.062
31387 56.373 0.062
31386 56.388 0.061
31385 56.373 0.061
31384 56.333 0.066
31383 56.463 0.06
31382 56.33 0.06
31381 56.328 0.062
31380 56.342 0.065
31379 56.445 0.062
31378 56.394 0.062
31377 56.342 0.059
31376 56.347 0.063
31375 56.335 0.063
31374 56.326 0.061
31373 56.362 0.063
31372 56.365 0.062
31371 56.315 0.061
31370 56.451 0.063
31369 56.315 0.061
31368 56.375 0.064
31367 56.329 0.063
31366 56.294 0.063
31365 56.336 0.063
31364 56.295 0.061
31363 56.341 0.063
31362 56.411 0.059
31361 56.331 0.059
31360 56.331 0.064
31359 56.446 0.059
31358 56.404 0.062
31357 56.331 0.063
31356 56.274 0.06
31355 56.292 0.071
31354 56.392 0.063
31353 56.332 0.058
31352 56.297 0.061
31351 56.299 0.061
31350 56.286 0.064
31349 56.407 0.06
31348 56.27 0.063
31347 56.29 0.064
31346 56.355 0.061
31345 56.247 0.063
31344 56.299 0.063
31343 56.241 0.061
31342 56.256 0.063
31341 56.277 0.06
31340 56.273 0.062
31339 56.267 0.064
31338 56.284 0.06
31337 56.251 0.06
31336 56.329 0.061
31335 56.287 0.062
31334 56.384 0.061
31333 56.244 0.058
31332 56.281 0.06
31331 56.259 0.06
31330 56.368 0.062
31329 56.218 0.062
31328 56.287 0.062
31327 56.23 0.063
31326 96.929 0.074
31325 56.55 0.062
31324 57.038 0.066
31323 56.322 0.062
31322 56.386 0.066
31321 56.276 0.063
31320 56.414 0.062
31319 56.348 0.061
31318 56.345 0.063
31317 56.285 0.064
31316 56.23 0.062
31315 56.281 0.062
31314 56.376 0.062
31313 56.203 0.062
31312 56.656 0.063
31311 56.717 0.063
31310 56.346 0.066
31309 56.589 0.064
31308 56.566 0.063
31307 56.643 0.062
31306 56.546 0.057
31305 56.607 0.064
31304 56.445 0.061
31303 56.574 0.065
31302 56.228 0.061
31301 56.484 0.06
31300 56.202 0.063
31299 56.64 0.062
31298 56.185 0.062
31297 56.194 0.064
31296 56.314 0.065
31295 56.709 0.062
31294 56.188 0.066
31293 56.54 0.062
31292 56.323 0.063
31291 56.328 0.061
31290 56.164 0.062
31289 56.427 0.062
31288 56.158 0.061
31287 56.718 0.062
31286 56.189 0.062
31285 58.235 0.061
31284 56.163 0.063
31283 56.567 0.061
31282 56.169 0.088
31281 56.591 0.063
31280 56.236 0.059
31279 56.605 0.062
31278 56.474 0.063
31277 56.578 0.06
31276 56.206 0.062
31275 56.165 0.063
31274 56.418 0.062
31273 56.502 0.064
31272 56.234 0.063
31271 56.431 0.062
31270 56.267 0.06
31269 56.533 0.063
31268 56.259 0.063
31267 56.118 0.062
31266 56.151 0.064
31265 56.509 0.063
31264 56.126 0.062
31263 56.152 0.063
31262 56.123 0.063
31261 56.241 0.059
31260 56.233 0.061
31259 56.277 0.062
31258 56.148 0.063
31257 56.158 0.06
31256 56.145 0.063
31255 56.236 0.062
31254 56.119 0.062
31253 56.193 0.065
31252 78.102 0.087
31251 57.317 0.063
31250 57.589 0.062
31249 56.441 0.064
31248 56.23 0.065
31247 56.116 0.062
31246 56.215 0.062
31245 56.241 0.06
31244 56.091 0.06
31243 56.178 0.063
31242 56.109 0.062
31241 56.076 0.06
31240 56.238 0.062
31239 56.09 0.063
31238 56.111 0.06
31237 56.112 0.063
31236 56.086 0.064
31235 56.108 0.06
31234 56.11 0.069
31233 56.071 0.062
31232 56.089 0.065
31231 56.08 0.069
31230 56.098 0.065
31229 56.105 0.063
31228 56.055 0.06
31227 56.207 0.065
31226 56.057 0.062
31225 56.07 0.062
31224 56.199 0.06
31223 56.044 0.064
31222 56.083 0.065
31221 56.17 0.061
31220 56.079 0.063
31219 56.059 0.066
31218 56.066 0.062
31217 56.078 0.064
31216 56.087 0.062
31215 56.043 0.063
31214 56.165 0.07
31213 56.166 0.066
31212 56.043 0.062
31211 79.189 0.063
31210 56.055 0.065
31209 56.074 0.063
31208 56.028 0.064
31207 56.077 0.063
31206 78.564 0.065
31205 56.091 0.073
31204 56.03 0.065
31203 56.117 0.064
31202 56.031 0.064
31201 56.041 0.062
31200 56.04 0.062
31199 56.006 0.062
31198 56.013 0.064
31197 56.024 0.064
31196 56.139 0.066
31195 56.043 0.061
31194 56.044 0.063
31193 56.04 0.063
31192 56.069 0.064
31191 55.98 0.063
31190 56.03 0.063
31189 56.048 0.064
31188 56.031 0.062
31187 55.986 0.064
31186 56.104 0.065
31185 56.001 0.063
31184 56 0.062
31183 56.001 0.063
31182 56.007 0.063
31181 56.108 0.06
31180 56.095 0.063
31179 74.769 0.068
31178 64.225 0.072
31177 56.558 0.063
31176 65.344 0.063
31175 56.339 0.062
31174 55.951 0.062
31173 55.97 0.062
31172 55.954 0.06
31171 56.218 0.065
31170 56.008 0.065
31169 56.381 0.063
31168 55.973 0.063
31167 55.965 0.065
31166 55.996 0.062
31165 55.975 0.062
31164 56.048 0.062
31163 55.976 0.064
31162 55.997 0.064
31161 56.334 0.063
31160 56.053 0.06
31159 56.343 0.063
31158 55.988 0.063
31157 55.936 0.062
31156 56.247 0.06
31155 56.411 0.063
31154 56.055 0.061
31153 56.263 0.061
31152 56.073 0.063
31151 56.669 0.063
31150 55.941 0.062
31149 56.053 0.063
31148 55.943 0.063
31147 55.927 0.065
31146 55.964 0.062
31145 62.413 0.064
31144 55.947 0.062
31143 55.941 0.063
31142 63.586 0.066
31141 56.243 0.062
31140 55.909 0.062
31139 56.427 0.063
31138 55.909 0.063
31137 56.046 0.063
31136 55.909 0.064
31135 56 0.07
31134 55.948 0.062
31133 55.915 0.063
31132 55.917 0.063
31131 55.916 0.063
31130 55.948 0.062
31129 55.909 0.063
31128 56.242 0.064
31127 56.194 0.064
31126 55.97 0.06
31125 55.89 0.063
31124 55.973 0.065
31123 55.956 0.062
31122 56.172 0.06
31121 56.531 0.064
31120 56.007 0.062
31119 55.877 0.064
31118 55.972 0.062
31117 55.864 0.063
31116 55.877 0.062
31115 55.916 0.062
31114 56.121 0.064
31113 56.231 0.063
31112 55.935 0.062
31111 55.944 0.064
31110 55.871 0.062
31109 55.945 0.063
31108 55.862 0.062
31107 56.209 0.063
31106 55.867 0.061
31105 56.473 0.062
31104 55.888 0.063
31103 78.152 0.097
31102 56.897 0.064
31101 69.417 0.064
31100 56.5 0.058
31099 56.467 0.062
31098 81.427 0.093
31097 56.176 0.063
31096 61.282 0.069
31095 56.661 0.063
31094 55.813 0.06
31093 56.187 0.063
31092 60.913 0.072
