Erase_Index Worst_Case_Time(us) Best_Case_Time(us)
31091 56.176 0.061
31090 56.209 0.063
31089 55.817 0.06
31088 55.837 0.063
31087 55.826 0.062
31086 55.825 0.063
31085 55.813 0.062
31084 55.843 0.063
31083 55.82 0.062
31082 55.802 0.061
31081 55.82 0.075
31080 55.811 0.062
31079 56.315 0.062
31078 56.251 0.063
31077 55.901 0.061
31076 55.887 0.065
31075 56.04 0.065
31074 56.127 0.063
31073 55.817 0.065
31072 55.805 0.064
31071 55.777 0.062
31070 55.791 0.063
31069 55.822 0.062
31068 55.89 0.064
31067 55.801 0.063
31066 55.828 0.062
31065 55.78 0.064
31064 56.127 0.062
31063 55.772 0.062
31062 56.16 0.062
31061 55.758 0.062
31060 56.07 0.064
31059 55.758 0.062
31058 56.09 0.063
31057 55.744 0.063
31056 55.798 0.063
31055 55.774 0.063
31054 55.872 0.063
31053 55.858 0.064
31052 56.039 0.064
31051 55.886 0.061
31050 56.117 0.064
31049 56.068 0.062
31048 56.056 0.062
31047 55.785 0.064
31046 56.19 0.061
31045 55.735 0.071
31044 56.132 0.064
31043 55.989 0.062
31042 56.162 0.063
31041 55.96 0.06
31040 56.107 0.063
31039 55.722 0.062
31038 55.75 0.063
31037 56.023 0.063
31036 56.117 0.062
31035 56.111 0.063
31034 56.275 0.065
31033 55.866 0.064
31032 55.726 0.062
31031 56.09 0.062
31030 56.113 0.062
31029 55.823 0.064
31028 61.959 0.075
31027 56.234 0.064
31026 55.803 0.063
31025 55.718 0.061
31024 55.92 0.064
31023 55.865 0.064
31022 56.129 0.06
31021 55.777 0.064
31020 55.803 0.064
31019 55.735 0.062
31018 55.803 0.065
31017 55.697 0.062
31016 55.704 0.064
31015 56.106 0.061
31014 56.034 0.053
31013 55.669 0.062
31012 55.654 0.059
31011 55.678 0.06
31010 56.036 0.066
31009 55.748 0.072
31008 56.212 0.062
31007 55.672 0.061
31006 55.693 0.063
31005 56.004 0.063
31004 56.012 0.063
31003 55.699 0.063
31002 55.751 0.062
31001 55.68 0.063
31000 55.689 0.063
30999 55.672 0.065
30998 55.653 0.064
30997 55.632 0.062
30996 55.657 0.063
30995 55.68 0.063
30994 55.66 0.062
30993 55.758 0.063
30992 55.648 0.062
30991 56.047 0.063
30990 56.827 0.065
30989 55.914 0.062
30988 56.05 0.068
30987 55.669 0.061
30986 55.675 0.059
30985 55.652 0.064
30984 69.821 0.068
30983 56.001 0.063
30982 55.666 0.059
30981 55.747 0.06
30980 55.627 0.062
30979 55.624 0.063
30978 55.628 0.064
30977 55.61 0.062
30976 55.602 0.063
30975 55.655 0.063
30974 55.698 0.064
30973 55.605 0.063
30972 55.638 0.062
30971 55.704 0.063
30970 55.643 0.063
30969 55.637 0.064
30968 55.608 0.061
30967 55.743 0.061
30966 55.594 0.061
30965 55.625 0.062
30964 55.577 0.062
30963 55.602 0.062
30962 55.825 0.063
30961 55.594 0.062
30960 55.6 0.061
30959 55.617 0.064
30958 55.704 0.062
30957 55.564 0.065
30956 55.588 0.063
30955 55.651 0.063
30954 55.658 0.062
30953 75.21 0.072
30952 56.461 0.06
30951 55.796 0.063
30950 56.599 0.063
30949 55.59 0.062
30948 55.562 0.062
30947 55.685 0.064
30946 55.566 0.061
30945 55.649 0.063
30944 55.594 0.062
30943 55.577 0.063
30942 55.597 0.063
30941 55.549 0.064
30940 55.568 0.065
30939 55.542 0.064
30938 55.699 0.063
30937 102.663 0.072
30936 55.574 0.062
30935 55.692 0.063
30934 55.579 0.062
30933 55.555 0.062
30932 55.532 0.061
30931 55.67 0.065
30930 55.53 0.065
30929 55.621 0.069
30928 55.504 0.065
30927 55.59 0.068
30926 55.631 0.063
30925 55.538 0.063
30924 55.753 0.064
30923 55.525 0.062
30922 55.517 0.061
30921 55.612 0.063
30920 55.65 0.062
30919 55.513 0.063
30918 55.502 0.062
30917 55.643 0.064
30916 55.546 0.064
30915 55.597 0.063
30914 55.533 0.064
30913 55.613 0.065
30912 55.591 0.063
30911 55.51 0.065
30910 55.489 0.063
30909 55.512 0.063
30908 55.486 0.063
30907 55.494 0.062
30906 55.54 0.064
30905 55.476 0.063
30904 55.63 0.065
30903 55.48 0.063
30902 55.581 0.069
30901 55.598 0.064
30900 55.655 0.062
30899 55.602 0.062
30898 55.51 0.064
30897 55.461 0.064
30896 55.582 0.065
30895 55.444 0.064
30894 55.466 0.062
30893 55.442 0.063
30892 55.46 0.062
30891 55.47 0.063
30890 55.547 0.062
30889 55.529 0.062
30888 55.519 0.064
30887 55.483 0.064
30886 55.437 0.062
30885 55.469 0.062
30884 55.559 0.062
30883 55.605 0.063
30882 55.446 0.064
30881 55.455 0.062
30880 55.447 0.062
30879 117.557 0.084
30878 83.053 0.11
30877 79.743 0.084
30876 56.394 0.062
30875 103.948 0.061
30874 58.687 0.069
30873 55.809 0.06
30872 55.426 0.063
30871 55.431 0.062
30870 55.44 0.063
30869 55.535 0.062
30868 55.406 0.064
30867 55.591 0.063
30866 55.533 0.062
30865 85.656 0.063
30864 55.459 0.062
30863 55.432 0.063
30862 55.418 0.063
30861 55.421 0.062
30860 55.484 0.063
30859 55.438 0.07
30858 55.398 0.062
30857 55.442 0.064
30856 55.356 0.062
30855 55.517 0.065
30854 55.376 0.065
30853 55.423 0.064
30852 55.354 0.066
30851 55.4 0.062
30850 55.371 0.064
30849 55.478 0.064
30848 55.403 0.065
30847 55.385 0.062
30846 55.723 0.06
30845 55.621 0.058
30844 55.386 0.06
30843 55.485 0.063
30842 55.486 0.061
30841 55.505 0.062
30840 55.481 0.064
30839 55.387 0.063
30838 55.474 0.063
30837 55.543 0.064
30836 55.356 0.063
30835 55.385 0.063
30834 55.496 0.061
30833 55.38 0.062
30832 55.396 0.063
30831 55.376 0.063
30830 55.386 0.062
30829 55.327 0.064
30828 55.399 0.063
30827 55.342 0.061
30826 55.452 0.063
30825 61.704 0.063
30824 55.352 0.062
30823 55.48 0.063
30822 55.336 0.063
30821 55.364 0.063
30820 55.426 0.062
30819 55.362 0.06
30818 55.452 0.063
30817 55.337 0.062
30816 55.334 0.063
30815 55.431 0.061
30814 55.338 0.064
30813 55.438 0.063
30812 55.447 0.063
30811 68.465 0.063
30810 55.439 0.063
30809 55.295 0.062
30808 55.342 0.063
30807 81.19 0.074
30806 55.777 0.062
30805 56.583 0.073
30804 57.766 0.06
30803 56.666 0.061
30802 54.925 0.07
30801 56.864 0.061
30800 74.304 0.064
30799 62.923 0.072
30798 74.535 0.078
30797 75.608 0.062
30796 55.517 0.064
30795 55.35 0.062
30794 67.985 0.06
30793 55.292 0.059
30792 55.756 0.061
30791 55.326 0.059
30790 55.286 0.059
30789 55.32 0.061
30788 55.26 0.063
30787 55.376 0.063
30786 55.293 0.063
30785 55.498 0.062
30784 55.596 0.062
30783 55.279 0.063
30782 55.312 0.06
30781 55.59 0.063
30780 55.564 0.062
30779 55.391 0.061
30778 55.276 0.062
30777 55.27 0.062
30776 55.261 0.064
30775 55.525 0.065
30774 55.636 0.063
30773 55.763 0.062
30772 55.546 0.064
30771 55.249 0.062
30770 55.642 0.063
30769 55.285 0.061
30768 55.624 0.062
30767 55.275 0.06
30766 55.263 0.063
30765 55.242 0.062
30764 55.255 0.063
30763 55.631 0.063
30762 55.615 0.063
30761 55.224 0.064
30760 55.237 0.062
30759 55.718 0.062
30758 55.555 0.065
30757 55.25 0.059
30756 55.235 0.062
30755 55.215 0.058
30754 55.678 0.062
30753 84.837 0.067
30752 55.799 0.063
30751 61.549 0.062
30750 55.657 0.062
30749 55.332 0.06
30748 55.558 0.061
30747 55.345 0.064
30746 55.242 0.063
30745 55.338 0.063
30744 55.611 0.068
30743 55.212 0.064
30742 55.643 0.062
30741 61.603 0.061
30740 55.243 0.061
30739 55.631 0.062
30738 55.59 0.064
30737 55.325 0.063
30736 55.515 0.062
30735 55.223 0.062
30734 55.627 0.063
30733 55.201 0.063
30732 55.179 0.063
30731 55.217 0.065
30730 55.173 0.063
30729 55.268 0.065
30728 55.193 0.062
30727 55.191 0.065
30726 55.191 0.063
30725 55.44 0.061
30724 55.459 0.063
30723 55.449 0.064
30722 55.536 0.062
30721 55.184 0.064
30720 55.286 0.062
30719 55.15 0.062
30718 55.293 0.063
30717 55.159 0.065
30716 55.235 0.062
30715 55.174 0.06
30714 55.149 0.063
30713 55.158 0.063
30712 55.354 0.062
30711 55.192 0.066
30710 55.144 0.065
30709 55.133 0.063
30708 55.258 0.06
30707 55.14 0.062
30706 64.368 0.063
30705 63.978 0.066
30704 55.329 0.061
30703 55.126 0.062
30702 55.131 0.061
30701 55.259 0.062
30700 55.242 0.06
30699 55.119 0.064
30698 55.124 0.063
30697 55.113 0.062
30696 55.141 0.061
30695 55.11 0.062
30694 55.202 0.063
30693 55.126 0.065
30692 55.115 0.064
30691 55.114 0.063
30690 55.119 0.062
30689 55.22 0.063
30688 55.1 0.064
30687 55.114 0.064
30686 55.149 0.062
30685 55.086 0.066
30684 55.092 0.063
30683 55.246 0.063
30682 55.218 0.063
30681 55.089 0.063
30680 55.11 0.061
30679 55.215 0.062
30678 55.084 0.061
30677 55.235 0.062
30676 55.176 0.068
30675 55.093 0.063
30674 55.074 0.064
30673 55.199 0.063
30672 55.094 0.062
30671 55.187 0.063
30670 55.095 0.065
30669 55.054 0.064
30668 55.175 0.064
30667 55.069 0.065
30666 55.059 0.064
30665 55.1 0.06
30664 55.128 0.063
30663 55.1 0.064
30662 55.044 0.063
30661 55.192 0.06
30660 55.186 0.061
30659 55.062 0.067
30658 55.08 0.062
30657 55.166 0.059
30656 55.084 0.06
30655 78.349 0.063
30654 55.076 0.062
30653 55.169 0.065
30652 55.15 0.062
30651 55.014 0.065
30650 55.031 0.064
30649 55.153 0.065
30648 62.046 0.059
30647 55.274 0.063
30646 55.06 0.06
30645 55.044 0.063
30644 55.185 0.062
30643 55.015 0.062
30642 55.019 0.062
30641 55.125 0.063
30640 55.015 0.063
30639 55.24 0.061
30638 55.027 0.064
30637 55.039 0.063
30636 61.264 0.063
30635 55.106 0.065
30634 55.017 0.063
30633 54.999 0.062
30632 77.553 0.064
30631 54.991 0.064
30630 54.996 0.062
30629 55.122 0.062
30628 55.104 0.063
30627 78.29 0.063
30626 55.12 0.063
30625 54.998 0.063
30624 54.978 0.062
30623 55.107 0.062
30622 61.189 0.062
30621 55.074 0.062
30620 55.009 0.064
30619 54.946 0.064
30618 55.004 0.063
30617 54.949 0.063
30616 54.972 0.062
30615 54.993 0.065
30614 54.961 0.062
30613 55.057 0.064
30612 54.97 0.063
30611 54.989 0.065
30610 55.037 0.062
30609 54.987 0.063
30608 61.324 0.065
30607 54.995 0.064
30606 55.015 0.061
30605 54.98 0.062
30604 54.965 0.062
30603 55.085 0.062
30602 54.989 0.06
30601 54.928 0.064
30600 54.987 0.064
30599 54.942 0.062
30598 61.276 0.063
30597 54.947 0.061
30596 55.046 0.063
30595 54.937 0.062
30594 54.947 0.063
30593 54.938 0.061
30592 54.978 0.062
30591 55.042 0.062
30590 54.931 0.064
30589 55.051 0.063
30588 54.933 0.063
30587 55.279 0.064
30586 54.987 0.063
30585 55.029 0.063
30584 55.211 0.063
30583 54.956 0.065
30582 54.917 0.062
30581 54.919 0.063
30580 54.929 0.061
30579 55.029 0.061
30578 55 0.063
30577 54.976 0.064
30576 54.937 0.062
30575 55.051 0.061
30574 55.009 0.061
30573 72.557 0.069
30572 55.058 0.062
30571 54.989 0.062
30570 54.885 0.065
30569 55.357 0.064
30568 55.319 0.062
30567 54.899 0.062
30566 55.262 0.062
30565 54.987 0.061
30564 55.265 0.062
30563 55.245 0.065
30562 55.121 0.062
30561 54.909 0.062
30560 55.263 0.066
30559 54.879 0.062
30558 55.346 0.061
30557 54.944 0.062
30556 54.84 0.063
30555 54.991 0.063
30554 55.125 0.062
30553 54.993 0.062
30552 55.377 0.063
30551 54.899 0.062
30550 54.968 0.062
30549 55.192 0.063
30548 55.208 0.062
30547 54.849 0.065
30546 61.284 0.064
30545 54.84 0.062
30544 54.853 0.063
30543 55.17 0.063
30542 55.183 0.062
30541 54.869 0.062
30540 54.84 0.063
30539 55.131 0.061
30538 55.268 0.061
30537 54.835 0.062
30536 61.234 0.063
30535 54.822 0.064
30534 54.815 0.062
30533 54.837 0.062
30532 54.839 0.064
30531 55 0.062
30530 55.206 0.059
30529 54.925 0.061
30528 55.229 0.064
30527 55.35 0.059
30526 55.236 0.063
30525 55.134 0.062
30524 55.218 0.062
30523 54.809 0.063
30522 54.834 0.06
30521 54.808 0.063
30520 54.783 0.062
30519 54.794 0.062
30518 54.942 0.064
30517 54.783 0.061
30516 67.143 0.064
30515 54.843 0.062
30514 54.897 0.062
30513 54.97 0.063
30512 54.904 0.06
30511 54.909 0.064
30510 54.773 0.06
30509 54.893 0.063
30508 54.822 0.057
30507 54.869 0.063
30506 54.795 0.061
30505 54.8 0.061
30504 54.795 0.065
30503 54.763 0.063
30502 54.916 0.063
30501 54.753 0.062
30500 54.823 0.063
30499 54.755 0.064
30498 54.914 0.064
30497 74.469 0.087
30496 55.193 0.062
30495 55.008 0.061
30494 54.872 0.058
30493 54.779 0.059
30492 55.221 0.062
30491 54.773 0.062
30490 54.869 0.063
30489 54.769 0.062
30488 54.786 0.064
30487 55.082 0.061
30486 55.124 0.063
30485 55.003 0.063
30484 55.289 0.062
30483 55.033 0.062
30482 55.247 0.061
30481 54.739 0.061
30480 54.709 0.062
30479 55.119 0.061
30478 55.09 0.062
30477 54.735 0.064
30476 54.745 0.063
30475 55.04 0.063
30474 55.138 0.062
30473 54.745 0.06
30472 54.721 0.062
30471 54.725 0.062
30470 55.085 0.062
30469 54.815 0.07
30468 55.119 0.063
30467 54.721 0.061
30466 70.165 0.064
30465 54.7 0.062
30464 54.741 0.062
30463 55.008 0.064
30462 54.992 0.061
30461 54.942 0.062
30460 55.249 0.062
30459 55.135 0.062
30458 55.053 0.063
30457 55.223 0.06
30456 55.162 0.063
30455 54.791 0.063
30454 54.944 0.062
30453 54.684 0.063
30452 55.079 0.063
30451 54.947 0.06
30450 55.086 0.063
30449 54.684 0.063
30448 54.742 0.061
30447 55.275 0.063
30446 55.012 0.061
30445 54.781 0.065
30444 55.103 0.061
30443 54.769 0.064
30442 54.95 0.063
30441 54.665 0.061
30440 54.878 0.061
30439 54.653 0.059
30438 55.035 0.063
30437 54.668 0.062
30436 54.991 0.062
30435 54.79 0.062
30434 55.128 0.063
30433 54.91 0.062
30432 55.061 0.062
30431 54.756 0.062
30430 57.863 0.063
30429 54.757 0.06
30428 55.098 0.063
30427 54.777 0.06
30426 54.916 0.061
30425 54.664 0.061
30424 55.088 0.063
30423 54.648 0.063
30422 111.68 0.101
30421 55.138 0.069
30420 55.084 0.063
30419 55.011 0.064
30418 67.984 0.068
30417 54.805 0.06
30416 54.625 0.062
30415 54.735 0.061
30414 54.626 0.063
30413 54.712 0.062
30412 54.647 0.063
30411 54.718 0.063
30410 54.633 0.063
30409 54.631 0.062
30408 54.716 0.064
30407 54.618 0.064
30406 54.622 0.063
30405 54.839 0.062
30404 54.607 0.063
30403 54.723 0.064
30402 54.588 0.062
30401 54.603 0.062
30400 55.072 0.062
30399 54.601 0.062
30398 54.65 0.064
30397 54.607 0.068
30396 54.597 0.059
30395 54.581 0.063
30394 54.574 0.062
30393 54.572 0.063
30392 54.609 0.061
30391 54.594 0.061
30390 54.565 0.063
30389 54.597 0.062
30388 54.564 0.06
30387 71.82 0.063
30386 54.565 0.063
30385 54.669 0.062
30384 54.723 0.062
30383 54.715 0.063
30382 54.579 0.062
30381 54.553 0.069
30380 54.593 0.063
30379 54.578 0.062
30378 54.604 0.063
30377 54.651 0.065
30376 54.537 0.062
30375 54.565 0.07
30374 54.525 0.065
30373 54.558 0.064
30372 54.553 0.062
30371 54.659 0.063
30370 54.607 0.062
30369 54.656 0.061
30368 54.564 0.063
30367 54.532 0.063
30366 54.525 0.063
30365 54.635 0.061
30364 54.512 0.064
30363 54.542 0.064
30362 54.605 0.064
30361 54.515 0.063
30360 54.631 0.062
30359 54.511 0.063
30358 54.635 0.064
30357 54.531 0.063
30356 54.558 0.065
30355 54.491 0.063
30354 54.506 0.062
30353 54.598 0.064
30352 54.526 0.063
30351 54.531 0.07
30350 54.531 0.063
30349 54.56 0.064
30348 54.621 0.061
30347 55.925 0.069
30346 54.61 0.063
30345 54.835 0.065
30344 54.92 0.062
30343 54.783 0.063
30342 55.006 0.061
30341 54.553 0.059
30340 54.496 0.063
30339 54.607 0.063
30338 54.616 0.061
30337 54.488 0.06
30336 54.498 0.06
30335 54.463 0.061
30334 57.606 0.06
30333 54.467 0.063
30332 54.753 0.062
30331 54.56 0.06
30330 76.03 0.061
30329 54.46 0.062
30328 54.463 0.06
30327 54.793 0.062
30326 54.836 0.059
30325 60.795 0.062
30324 54.557 0.062
30323 54.447 0.06
30322 62.245 0.064
30321 54.809 0.061
30320 54.908 0.06
30319 54.451 0.063
30318 54.483 0.062
30317 54.412 0.063
30316 54.416 0.062
30315 54.534 0.062
30314 54.449 0.061
30313 54.49 0.062
30312 54.437 0.062
30311 54.777 0.063
30310 54.822 0.064
30309 54.437 0.062
30308 54.441 0.062
30307 54.975 0.068
30306 54.836 0.064
30305 54.628 0.063
30304 54.779 0.064
30303 54.402 0.062
30302 54.731 0.06
30301 54.547 0.057
30300 54.761 0.064
30299 54.784 0.063
30298 54.906 0.062
30297 54.524 0.063
30296 54.505 0.064
30295 54.536 0.064
30294 54.789 0.061
30293 54.513 0.059
30292 54.7 0.061
30291 54.4 0.064
30290 54.428 0.061
30289 54.723 0.06
30288 54.718 0.064
30287 54.413 0.063
30286 54.495 0.063
30285 54.495 0.061
30284 54.433 0.061
30283 54.44 0.062
30282 54.397 0.063
30281 54.63 0.062
30280 54.672 0.061
30279 54.383 0.061
30278 54.392 0.062
30277 54.463 0.064
30276 54.374 0.061
30275 54.484 0.062
30274 54.507 0.063
30273 54.496 0.065
30272 54.373 0.063
30271 54.387 0.061
30270 59.845 0.059
30269 54.581 0.063
30268 54.397 0.062
30267 75.424 0.061
30266 54.374 0.063
30265 54.812 0.064
30264 54.736 0.063
30263 54.377 0.062
30262 54.638 0.064
30261 54.357 0.063
30260 54.643 0.065
30259 54.599 0.062
30258 54.716 0.062
30257 54.35 0.063
30256 54.366 0.065
30255 54.666 0.061
30254 54.855 0.062
30253 54.598 0.06
30252 54.815 0.061
30251 54.36 0.063
30250 54.326 0.063
30249 54.317 0.063
30248 54.813 0.062
30247 54.434 0.062
30246 54.696 0.061
30245 54.312 0.062
30244 54.663 0.062
30243 54.306 0.062
30242 54.677 0.06
30241 54.325 0.062
30240 54.329 0.063
30239 54.633 0.063
30238 54.732 0.062
30237 55.18 0.062
30236 54.285 0.06
30235 54.664 0.062
30234 54.795 0.064
30233 54.306 0.062
30232 54.312 0.062
30231 54.275 0.061
30230 54.287 0.063
30229 54.624 0.062
30228 54.749 0.064
30227 54.696 0.063
30226 54.879 0.062
30225 54.291 0.065
30224 80.101 0.065
30223 54.289 0.064
30222 54.645 0.062
30221 54.324 0.06
30220 54.552 0.063
30219 54.421 0.063
30218 54.619 0.062
30217 60.572 0.062
30216 54.408 0.062
30215 54.265 0.063
30214 54.272 0.063
30213 54.545 0.063
30212 61.032 0.063
30211 54.218 0.062
30210 54.258 0.061
30209 54.254 0.062
30208 54.583 0.063
30207 54.263 0.068
30206 54.638 0.063
30205 54.271 0.064
30204 54.251 0.062
30203 54.258 0.062
30202 54.221 0.064
30201 54.218 0.062
30200 54.23 0.062
30199 54.577 0.062
30198 54.65 0.063
30197 54.257 0.063
30196 54.336 0.064
30195 54.22 0.063
30194 63.311 0.062
30193 71.824 0.093
30192 54.502 0.062
30191 54.444 0.061
30190 54.239 0.062
30189 54.343 0.063
30188 54.216 0.063
30187 54.205 0.063
30186 54.304 0.063
30185 54.218 0.062
30184 54.215 0.064
30183 60.463 0.071
30182 54.248 0.062
30181 54.295 0.062
30180 54.329 0.063
30179 54.203 0.063
30178 54.303 0.062
30177 55.287 0.064
30176 80.805 0.061
30175 54.166 0.06
30174 54.26 0.059
30173 54.181 0.06
30172 54.316 0.063
30171 54.172 0.06
30170 54.307 0.063
30169 54.163 0.062
30168 54.292 0.066
30167 54.159 0.062
30166 54.208 0.061
30165 54.176 0.063
30164 54.275 0.062
30163 54.2 0.062
30162 54.185 0.063
30161 54.218 0.061
30160 54.165 0.062
30159 54.183 0.062
30158 54.272 0.061
30157 54.207 0.06
30156 54.161 0.062
30155 54.178 0.062
30154 54.158 0.063
30153 54.29 0.06
30152 54.277 0.061
30151 54.262 0.062
30150 54.207 0.061
30149 54.122 0.065
30148 54.302 0.061
30147 54.117 0.061
30146 54.236 0.061
30145 54.134 0.061
30144 54.138 0.06
30143 54.143 0.061
30142 54.21 0.064
30141 54.161 0.061
30140 54.117 0.064
30139 54.088 0.064
30138 54.146 0.062
30137 54.148 0.062
30136 54.369 0.063
30135 54.104 0.063
30134 54.098 0.062
30133 54.212 0.063
30132 54.097 0.064
30131 54.131 0.061
30130 54.076 0.062
30129 54.132 0.063
30128 60.932 0.064
30127 54.222 0.072
30126 54.124 0.063
30125 54.198 0.061
30124 54.202 0.063
30123 54.221 0.063
30122 54.218 0.064
30121 54.119 0.061
30120 54.244 0.063
30119 87.446 0.071
30118 54.621 0.06
30117 54.206 0.06
30116 54.07 0.064
30115 54.08 0.062
30114 54.102 0.064
30113 54.09 0.064
30112 54.101 0.062
30111 54.055 0.061
30110 54.109 0.064
30109 54.19 0.062
30108 54.11 0.063
30107 54.041 0.062
30106 54.164 0.062
30105 54.181 0.062
30104 54.041 0.064
30103 54.066 0.064
30102 54.039 0.069
30101 54.082 0.064
30100 54.072 0.063
30099 54.057 0.063
30098 54.05 0.063
30097 54.032 0.062
30096 54.181 0.061
30095 54.024 0.062
30094 54.051 0.062
30093 54.036 0.061
30092 54.174 0.062
30091 54.034 0.063
30090 54.063 0.064
30089 54.022 0.065
30088 54.034 0.063
30087 54.14 0.063
30086 54.032 0.064
30085 54.033 0.063
30084 54.021 0.064
30083 54.035 0.062
30082 54.016 0.063
30081 54.044 0.063
30080 54.118 0.062
30079 54.006 0.062
30078 54.09 0.067
30077 54.018 0.062
30076 54.102 0.061
30075 54.007 0.063
30074 54.019 0.062
30073 54.117 0.063
30072 54.015 0.063
30071 54.039 0.062
30070 54.011 0.067
30069 54.042 0.062
30068 54.039 0.066
30067 53.995 0.065
30066 54.019 0.075
30065 54.223 0.064
30064 60.208 0.063
30063 54.018 0.064
30062 53.984 0.062
30061 54.038 0.062
30060 54.112 0.063
30059 54.075 0.063
30058 54.008 0.062
30057 53.985 0.062
30056 54.013 0.064
30055 53.958 0.063
30054 54.114 0.061
30053 53.996 0.063
30052 53.984 0.062
30051 54.013 0.061
30050 54.07 0.063
30049 53.997 0.062
30048 54.06 0.062
30047 53.998 0.062
30046 53.945 0.064
30045 54.069 0.063
30044 72.209 0.073
30043 54.05 0.062
30042 53.94 0.064
30041 53.974 0.063
30040 53.97 0.062
30039 53.935 0.062
30038 53.984 0.06
30037 53.984 0.063
30036 54.065 0.063
30035 54.077 0.062
30034 53.945 0.061
30033 67.889 0.067
30032 53.958 0.062
30031 53.985 0.062
30030 53.972 0.063
30029 54.06 0.062
30028 54.035 0.062
30027 53.957 0.064
30026 53.954 0.062
30025 53.93 0.063
30024 53.946 0.064
30023 53.892 0.063
30022 53.938 0.062
30021 53.908 0.068
30020 53.935 0.063
30019 53.94 0.063
30018 53.986 0.062
30017 53.988 0.064
30016 53.903 0.062
30015 53.924 0.063
30014 53.982 0.062
30013 53.935 0.063
30012 53.894 0.063
30011 53.923 0.062
30010 53.928 0.061
30009 53.92 0.063
30008 54.026 0.062
30007 53.899 0.062
30006 54.008 0.063
30005 53.9 0.062
30004 53.907 0.063
30003 54.026 0.064
30002 53.905 0.065
30001 53.846 0.065
30000 53.885 0.063
29999 53.865 0.064
29998 54.599 0.064
29997 53.914 0.062
29996 53.842 0.063
29995 53.891 0.064
29994 53.963 0.065
29993 54.006 0.062
29992 53.848 0.064
29991 53.984 0.063
29990 53.995 0.064
29989 53.987 0.064
29988 53.851 0.061
29987 53.851 0.062
29986 53.987 0.062
29985 54.112 0.063
29984 53.852 0.063
29983 53.872 0.064
29982 53.855 0.064
29981 53.961 0.063
29980 53.85 0.063
29979 53.873 0.063
29978 53.829 0.062
29977 53.979 0.06
29976 53.938 0.063
29975 53.827 0.065
29974 53.815 0.062
29973 53.818 0.063
29972 53.959 0.064
29971 53.81 0.062
29970 53.828 0.062
